Positions,sofifa_id,short_name,Pace,Shooting,Passing,Dribbling,Defending,Physic
Forward,195912,Suk Hyun Jun,55.0,69.0,57.0,65.0,39.0,73.0
Defender,239679,P. Mazzocchi,76.0,56.0,62.0,67.0,65.0,70.0
Goalkeeper,231073,B. Radunović,,,,,,
Goalkeeper,223603,F. Bredlow,,,,,,
Midfielder,233373,S. Diarra,86.0,56.0,62.0,71.0,42.0,51.0
Forward,235842,A. Pinamonti,63.0,70.0,45.0,67.0,22.0,62.0
Goalkeeper,234371,R. Descamps,,,,,,
Forward,239121,H. Al Ghaddioui,53.0,71.0,53.0,59.0,29.0,75.0
Forward,238873,P. Pellegri,69.0,67.0,55.0,66.0,21.0,63.0
Defender,238662,T. Puchacz,86.0,62.0,59.0,67.0,61.0,77.0
Midfielder,238569,K. Schindler,83.0,63.0,61.0,68.0,52.0,65.0
Midfielder,237823,H. Abe,89.0,61.0,56.0,71.0,33.0,59.0
Defender,237040,D. Nikolaou,56.0,37.0,45.0,42.0,69.0,72.0
Defender,237024,L. Itter,70.0,44.0,63.0,68.0,66.0,62.0
Defender,236308,R. Marchizza,60.0,29.0,54.0,62.0,68.0,67.0
Midfielder,239496,Y. Fekir,72.0,65.0,62.0,72.0,30.0,53.0
Defender,235735,E. Ampadu,61.0,30.0,55.0,62.0,68.0,67.0
Midfielder,235647,H. Sarpei,68.0,38.0,57.0,64.0,66.0,67.0
Forward,235513,S. Ganvoula,81.0,67.0,50.0,60.0,26.0,73.0
Forward,235360,R. Ache,81.0,64.0,43.0,65.0,28.0,68.0
Midfielder,235215,G. Crociata,73.0,56.0,66.0,72.0,32.0,58.0
Defender,234856,H. Mendes,76.0,42.0,60.0,62.0,65.0,70.0
Defender,234472,M. Sørensen,56.0,34.0,53.0,59.0,69.0,72.0
Midfielder,234385,N. Hauptmann,63.0,54.0,68.0,73.0,57.0,54.0
Forward,254320,Jorge Padilla,81.0,68.0,53.0,71.0,32.0,58.0
Midfielder,253130,Robert Navarro,77.0,62.0,58.0,69.0,33.0,63.0
Forward,253416,Raúl García,66.0,67.0,49.0,63.0,24.0,56.0
Midfielder,253473,S. Ricci,67.0,44.0,67.0,68.0,62.0,64.0
Forward,254849,Y. Badji,72.0,64.0,52.0,65.0,29.0,71.0
Midfielder,254566,P. Wimmer,87.0,54.0,59.0,69.0,44.0,71.0
Midfielder,254579,L. Da Cunha,78.0,61.0,62.0,70.0,34.0,55.0
Forward,254692,E. Colley,80.0,65.0,51.0,69.0,21.0,51.0
Midfielder,252259,E. Millot,65.0,60.0,66.0,71.0,52.0,44.0
Forward,252865,Iker Losada,69.0,69.0,52.0,69.0,34.0,52.0
Defender,251751,S. Agouzoul,55.0,38.0,53.0,52.0,67.0,67.0
Midfielder,252027,A. Vranckx,72.0,57.0,65.0,68.0,60.0,73.0
Midfielder,244694,C. Sabaly,81.0,58.0,60.0,70.0,18.0,40.0
Forward,251916,P. Yade,79.0,68.0,59.0,68.0,29.0,64.0
Midfielder,255934,J. Onana,53.0,57.0,62.0,61.0,63.0,76.0
Defender,251547,D. Schnegg,73.0,53.0,60.0,65.0,63.0,74.0
Midfielder,250959,A. Stiller,64.0,53.0,72.0,67.0,60.0,63.0
Midfielder,248661,C. Niasse,59.0,44.0,59.0,64.0,64.0,70.0
Forward,248385,R. Piccoli,58.0,67.0,49.0,61.0,34.0,64.0
Defender,246282,Salva Ferrer,70.0,35.0,56.0,61.0,65.0,70.0
Goalkeeper,255151,S. Ngapandouetnbu,,,,,,
Forward,264325,M. Satriano,67.0,66.0,52.0,66.0,29.0,65.0
Midfielder,256516,Nico Williams,82.0,64.0,59.0,70.0,21.0,54.0
Defender,259173,Víctor Chust,68.0,23.0,36.0,35.0,69.0,66.0
Midfielder,263941,Chapela,77.0,61.0,60.0,68.0,30.0,49.0
Defender,262498,Álex Petxa,71.0,49.0,65.0,60.0,62.0,67.0
Defender,261647,A. Omobamidele,71.0,26.0,46.0,56.0,68.0,68.0
Midfielder,260158,T. Lacoux,67.0,47.0,67.0,67.0,64.0,59.0
Defender,260105,R. Drăgușin,69.0,30.0,45.0,53.0,67.0,71.0
Defender,259569,M. John,62.0,53.0,64.0,71.0,58.0,52.0
Goalkeeper,259532,Joan García,,,,,,
Forward,259406,S. Muñoz,75.0,63.0,60.0,71.0,25.0,65.0
Goalkeeper,259065,Arnau Tenas,,,,,,
Midfielder,257111,J. Le Douaron,73.0,56.0,60.0,62.0,49.0,74.0
Midfielder,258922,Marvin,81.0,60.0,59.0,68.0,19.0,48.0
Defender,258893,S. Čestić,52.0,28.0,42.0,49.0,68.0,72.0
Forward,258444,E. Guessand,76.0,65.0,52.0,66.0,23.0,68.0
Forward,257612,S. Mara,72.0,64.0,49.0,65.0,26.0,65.0
Midfielder,257540,A. Knauff,84.0,55.0,59.0,71.0,35.0,51.0
Midfielder,257320,A. Moueffek,67.0,55.0,64.0,70.0,66.0,61.0
Forward,257190,D. Abiama,82.0,66.0,43.0,67.0,22.0,62.0
Midfielder,257118,I. Kebbal,79.0,61.0,63.0,73.0,24.0,40.0
Midfielder,244753,J. Keita,92.0,62.0,53.0,73.0,32.0,44.0
Defender,241445,A. Sissoko,75.0,33.0,56.0,59.0,64.0,63.0
Forward,244288,A. Idah,72.0,68.0,42.0,64.0,22.0,66.0
Midfielder,235242,D. Heymans,61.0,68.0,65.0,66.0,55.0,68.0
Forward,234683,A. Zeqiri,71.0,67.0,56.0,67.0,22.0,66.0
Defender,228997,C. Goode,53.0,32.0,48.0,55.0,66.0,77.0
Midfielder,228821,Z. Machach,72.0,62.0,69.0,70.0,43.0,71.0
Forward,227638,S. Abdullahi,79.0,66.0,53.0,67.0,20.0,76.0
Forward,225713,J. Augustin,71.0,68.0,60.0,69.0,30.0,51.0
Midfielder,220491,E. Gyasi,77.0,60.0,61.0,72.0,20.0,64.0
Midfielder,215810,C. Lombardi,77.0,63.0,59.0,72.0,29.0,50.0
Midfielder,213375,A. Vacca,71.0,49.0,62.0,66.0,59.0,70.0
Defender,213323,S. Decarli,58.0,33.0,50.0,54.0,67.0,70.0
Midfielder,210548,L. Capezzi,47.0,59.0,68.0,66.0,59.0,59.0
Goalkeeper,209957,J. Busk,,,,,,
Midfielder,206109,Y. Chibsah,60.0,60.0,62.0,67.0,64.0,74.0
Defender,198903,R. Aya,69.0,45.0,53.0,55.0,66.0,71.0
Defender,190530,T. Fontaine,66.0,24.0,52.0,39.0,65.0,74.0
Goalkeeper,171490,S. Aresti,,,,,,
Goalkeeper,163201,M. McGovern,,,,,,
Goalkeeper,157804,S. Carson,,,,,,
Goalkeeper,135587,N. Mäenpää,,,,,,
Defender,243944,N. Lozano,62.0,42.0,48.0,54.0,65.0,75.0
Midfielder,234891,N. Seufert,63.0,51.0,65.0,71.0,61.0,60.0
Goalkeeper,173165,N. Ravaglia,,,,,,
Midfielder,235942,F. Cassata,47.0,48.0,68.0,68.0,54.0,57.0
Goalkeeper,241179,Cristian Rivero,,,,,,
Forward,237509,B. Lasme,83.0,66.0,52.0,62.0,24.0,71.0
Midfielder,243642,W. Tchimbembé,83.0,64.0,64.0,68.0,58.0,59.0
Midfielder,242999,Álex Collado,63.0,65.0,70.0,69.0,56.0,39.0
Midfielder,242908,J. Clarke,75.0,60.0,61.0,71.0,25.0,53.0
Midfielder,242332,G. Busio,64.0,62.0,65.0,71.0,59.0,65.0
Defender,241999,J. Billong,51.0,34.0,46.0,46.0,67.0,77.0
Midfielder,241689,R. Massimo,87.0,59.0,56.0,70.0,53.0,59.0
Forward,241266,W. Geubbels,86.0,67.0,55.0,66.0,26.0,53.0
Midfielder,242964,A. Gordon,79.0,61.0,60.0,70.0,31.0,55.0
Goalkeeper,240913,C. Kelleher,,,,,,
Defender,239635,K. Fila,81.0,47.0,60.0,61.0,61.0,68.0
Defender,239614,Areso,72.0,30.0,62.0,66.0,61.0,66.0
Defender,239363,K. Dabila,54.0,31.0,47.0,54.0,69.0,67.0
Midfielder,239249,Oriol Busquets,44.0,43.0,63.0,64.0,64.0,67.0
Defender,238446,Tachi,54.0,29.0,46.0,48.0,68.0,58.0
Midfielder,238379,N. Nartey,71.0,49.0,65.0,73.0,62.0,70.0
Goalkeeper,240751,G. Poussin,,,,,,
Defender,238157,M. Roerslev,75.0,39.0,59.0,64.0,60.0,65.0
Midfielder,247599,L. Leroy,63.0,55.0,65.0,68.0,57.0,69.0
Defender,256788,I. Boura,67.0,47.0,53.0,69.0,62.0,58.0
Forward,256476,M. Cho,75.0,66.0,53.0,68.0,24.0,49.0
Defender,252802,W. Singo,77.0,40.0,57.0,67.0,62.0,59.0
Midfielder,252025,K. Koindredi,66.0,67.0,67.0,67.0,45.0,65.0
Midfielder,250779,M. Svoboda,58.0,41.0,53.0,58.0,65.0,77.0
Defender,247649,J. Branthwaite,63.0,29.0,45.0,47.0,66.0,64.0
Midfielder,245855,D. Chambost,64.0,64.0,66.0,66.0,52.0,65.0
Forward,247335,W. Isidor,67.0,65.0,54.0,66.0,21.0,57.0
Defender,246126,C. Mola,68.0,40.0,63.0,65.0,62.0,61.0
Forward,246053,J. Gelhardt,73.0,66.0,57.0,69.0,27.0,63.0
Forward,245461,F. Colidio,68.0,67.0,63.0,70.0,25.0,44.0
Midfielder,245367,X. Simons,68.0,57.0,66.0,70.0,57.0,60.0
Defender,257406,F. Doucouré,79.0,37.0,56.0,65.0,61.0,56.0
Midfielder,245277,K. Michael,75.0,64.0,68.0,70.0,52.0,58.0
Midfielder,257318,K. Ruiz-Atil,67.0,54.0,64.0,72.0,44.0,41.0
Midfielder,263489,D. Peretz,67.0,54.0,64.0,62.0,63.0,62.0
Midfielder,258359,Martín Calderón,68.0,61.0,65.0,64.0,63.0,61.0
Defender,259307,M. Gusto,78.0,49.0,60.0,65.0,59.0,66.0
Midfielder,259331,M. Portanova,66.0,59.0,68.0,67.0,52.0,60.0
Forward,260044,Lautaro,65.0,67.0,46.0,65.0,20.0,57.0
Defender,260082,Jesús Vázquez,72.0,44.0,58.0,57.0,61.0,63.0
Defender,261865,Miguel,71.0,40.0,47.0,58.0,64.0,58.0
Midfielder,262053,Kayky,82.0,58.0,57.0,72.0,28.0,45.0
Midfielder,262091,E. Darboe,62.0,46.0,61.0,62.0,63.0,60.0
Defender,262140,Carlos Domínguez,65.0,23.0,49.0,46.0,68.0,59.0
Defender,263578,Álex Balde,76.0,35.0,53.0,66.0,62.0,48.0
Midfielder,263617,Beñat Prados,66.0,65.0,65.0,68.0,60.0,52.0
Midfielder,263825,A. Burlamaqui,58.0,41.0,63.0,59.0,60.0,57.0
Midfielder,264240,Gavi,66.0,53.0,67.0,69.0,50.0,48.0
Forward,264422,M. Abline,75.0,68.0,54.0,69.0,23.0,48.0
Goalkeeper,244364,Gabriel Brazão,,,,,,
Forward,244601,S. van Hooijdonk,76.0,68.0,55.0,62.0,26.0,67.0
Goalkeeper,242242,S. Cibois,,,,,,
Goalkeeper,244340,R. Vodišek,,,,,,
Defender,219956,P. Ceccaroni,72.0,30.0,52.0,54.0,67.0,66.0
Forward,235554,I. Sacko,81.0,64.0,60.0,69.0,40.0,58.0
Goalkeeper,235266,C. Früchtl,,,,,,
Defender,235261,L. Bogdan,54.0,32.0,44.0,50.0,67.0,68.0
Midfielder,233794,S. Edera,62.0,66.0,63.0,71.0,39.0,35.0
Defender,229107,N. De Medina,70.0,40.0,56.0,62.0,65.0,67.0
Goalkeeper,225395,Ezkieta,,,,,,
Goalkeeper,210366,N. Lomb,,,,,,
Defender,236400,D. Gudelj,75.0,32.0,52.0,64.0,63.0,49.0
Forward,199053,R. Bocalon,72.0,65.0,46.0,65.0,37.0,64.0
Forward,192840,M. Đurić,50.0,65.0,53.0,55.0,32.0,77.0
Forward,191068,G. Zigoni,66.0,63.0,48.0,64.0,37.0,71.0
Midfielder,189730,F. Di Tacchio,51.0,50.0,58.0,59.0,64.0,86.0
Goalkeeper,188836,J. Steele,,,,,,
Midfielder,243393,T. Richards,73.0,62.0,63.0,68.0,51.0,66.0
Goalkeeper,236378,A. Plizzari,,,,,,
Goalkeeper,183513,J. Grahl,,,,,,
Defender,236914,Álex Martín,51.0,42.0,51.0,46.0,66.0,66.0
Midfielder,240697,S. Baptiste,65.0,52.0,62.0,70.0,64.0,65.0
Midfielder,237328,N. Tella,86.0,57.0,56.0,69.0,31.0,54.0
Defender,243156,Álvaro García,65.0,52.0,59.0,61.0,66.0,68.0
Defender,242907,B. Reynolds,70.0,47.0,59.0,60.0,62.0,63.0
Defender,241494,M. Jenz,64.0,29.0,45.0,46.0,66.0,76.0
Defender,240997,Kike Hermoso,63.0,29.0,45.0,44.0,68.0,63.0
Midfielder,240860,José Lara,71.0,62.0,62.0,71.0,33.0,39.0
Midfielder,243312,Pablo Martínez,66.0,56.0,67.0,64.0,58.0,60.0
Defender,240453,S. Niakaté,68.0,28.0,44.0,61.0,65.0,78.0
Defender,238749,M. Nadé,36.0,30.0,34.0,51.0,67.0,76.0
Forward,238656,S. Tigges,57.0,67.0,55.0,55.0,42.0,79.0
Midfielder,238282,M. Coulibaly,75.0,59.0,65.0,66.0,64.0,72.0
Midfielder,237916,W. Smallbone,67.0,62.0,64.0,72.0,57.0,46.0
Defender,239770,N. Casale,63.0,43.0,57.0,59.0,65.0,71.0
Defender,252573,A. Terzić,69.0,41.0,53.0,63.0,63.0,59.0
Defender,255406,Javi Castro,67.0,31.0,42.0,49.0,65.0,69.0
Midfielder,255140,Pablo Gozálbez,63.0,66.0,64.0,65.0,49.0,54.0
Midfielder,255015,M. Rivera,75.0,61.0,59.0,70.0,37.0,43.0
Forward,253407,S. Greenwood,69.0,65.0,58.0,66.0,33.0,56.0
Forward,253396,G. Simeone,74.0,66.0,49.0,64.0,25.0,69.0
Defender,252964,G. Zappa,70.0,32.0,57.0,61.0,60.0,56.0
Midfielder,251572,C. Boli,68.0,57.0,61.0,70.0,45.0,44.0
Midfielder,251974,H. Mbock,63.0,58.0,61.0,68.0,60.0,66.0
Forward,251198,E. Simms,74.0,65.0,52.0,63.0,25.0,68.0
Midfielder,247721,T. Raschl,66.0,53.0,64.0,69.0,55.0,64.0
Defender,246763,K. Hoever,70.0,36.0,59.0,64.0,62.0,61.0
Midfielder,246683,L. Agoumé,56.0,54.0,60.0,66.0,55.0,66.0
Defender,256097,Javi López,71.0,27.0,47.0,54.0,62.0,66.0
Goalkeeper,245865,S. Bajic,,,,,,
Defender,255854,Pacheco,54.0,22.0,44.0,42.0,65.0,65.0
Defender,258768,Iván Bravo,76.0,34.0,49.0,62.0,61.0,57.0
Midfielder,256118,Y. Keitel,65.0,48.0,62.0,62.0,62.0,66.0
Forward,256731,J. Krasso,66.0,64.0,59.0,63.0,19.0,59.0
Midfielder,257470,A. Elanga,81.0,60.0,58.0,68.0,29.0,51.0
Goalkeeper,258466,Leo Román,,,,,,
Goalkeeper,258534,Diego Conde,,,,,,
Midfielder,258536,Cedric Teguía,83.0,61.0,61.0,62.0,54.0,74.0
Midfielder,258923,Arribas,68.0,53.0,56.0,72.0,33.0,51.0
Defender,259088,A. Medioub,51.0,30.0,37.0,48.0,65.0,72.0
Midfielder,259139,David Costa,69.0,56.0,61.0,74.0,27.0,40.0
Defender,260658,C. Wooh,72.0,38.0,51.0,59.0,63.0,73.0
Midfielder,261249,É. Michut,65.0,53.0,64.0,71.0,56.0,49.0
Defender,262138,C. Lukeba,66.0,35.0,52.0,56.0,64.0,65.0
Midfielder,262333,Y. Kallon,67.0,66.0,55.0,71.0,22.0,60.0
Midfielder,263582,M. Peart-Harris,72.0,64.0,64.0,64.0,41.0,59.0
Midfielder,245023,P. Mićin,60.0,64.0,61.0,68.0,34.0,50.0
Forward,245637,G. Rutter,77.0,64.0,54.0,66.0,23.0,59.0
Midfielder,259584,M. Ruggeri,65.0,49.0,62.0,64.0,64.0,63.0
Forward,244921,Sergio Moreno,72.0,62.0,49.0,65.0,19.0,52.0
Defender,219661,P. Jaroszyński,68.0,45.0,60.0,62.0,65.0,68.0
Goalkeeper,235633,Y. Diouf,,,,,,
Midfielder,235108,Léo Sena,68.0,47.0,67.0,66.0,60.0,64.0
Defender,230676,R. Pirrello,62.0,42.0,51.0,54.0,65.0,70.0
Defender,228869,Camus,72.0,47.0,56.0,60.0,62.0,66.0
Forward,223537,E. Berggreen,34.0,67.0,52.0,59.0,30.0,70.0
Goalkeeper,223082,W. Norris,,,,,,
Midfielder,216255,M. Stefaniak,75.0,60.0,64.0,68.0,29.0,58.0
Forward,236940,Darío Poveda,46.0,67.0,56.0,64.0,25.0,51.0
Goalkeeper,53739,L. Grant,,,,,,
Midfielder,216237,K. Azamoum,57.0,56.0,67.0,65.0,59.0,66.0
Midfielder,204468,T. Weilandt,73.0,63.0,60.0,67.0,39.0,60.0
Goalkeeper,203824,R. Matthews,,,,,,
Midfielder,203249,J. Valencia,80.0,61.0,60.0,66.0,42.0,53.0
Defender,244919,Martín,58.0,25.0,41.0,42.0,66.0,59.0
Goalkeeper,236028,Javi Díaz,,,,,,
Goalkeeper,116314,D. Martin,,,,,,
Midfielder,237335,G. Kastanos,68.0,57.0,60.0,72.0,28.0,60.0
Defender,243241,A. Buongiorno,59.0,43.0,52.0,54.0,65.0,66.0
Goalkeeper,238186,M. Bułka,,,,,,
Midfielder,244114,B. Mendy,60.0,40.0,57.0,51.0,66.0,72.0
Midfielder,244097,T. Bonga,81.0,59.0,52.0,67.0,32.0,71.0
Midfielder,244024,O. Batista Meier,75.0,64.0,57.0,74.0,29.0,44.0
Midfielder,243604,Juan Cruz,77.0,62.0,61.0,69.0,34.0,39.0
Defender,243353,B. Mumba,75.0,45.0,58.0,70.0,62.0,55.0
Midfielder,244509,D. Jastrzembski,79.0,58.0,61.0,67.0,35.0,57.0
Defender,241479,Mario Hernández,71.0,31.0,47.0,47.0,65.0,66.0
Midfielder,240941,L. Pintor,80.0,65.0,54.0,69.0,27.0,53.0
Midfielder,240319,T. Tillman,70.0,51.0,64.0,72.0,35.0,62.0
Goalkeeper,240212,D. Petković,,,,,,
Defender,241007,E. Ebosse,68.0,35.0,54.0,61.0,62.0,68.0
Defender,239259,R. Bushiri,65.0,26.0,37.0,43.0,63.0,77.0
Defender,258034,Toni Herrero,76.0,46.0,60.0,66.0,57.0,58.0
Forward,259031,L. Delap,76.0,64.0,47.0,61.0,24.0,66.0
Midfielder,258966,A. Cambiaso,68.0,52.0,63.0,67.0,65.0,52.0
Midfielder,258937,Aimar Oroz,71.0,59.0,66.0,62.0,52.0,58.0
Defender,258625,A. Barry,72.0,25.0,31.0,45.0,65.0,69.0
Midfielder,258037,Álex Blesa,64.0,52.0,63.0,67.0,48.0,52.0
Midfielder,257396,B. Domingues,62.0,60.0,61.0,66.0,33.0,46.0
Midfielder,257534,C. Palmer,77.0,58.0,60.0,68.0,45.0,54.0
Forward,257399,W. Faghir,69.0,62.0,48.0,66.0,22.0,66.0
Midfielder,257349,R. Ladinetti,65.0,55.0,66.0,64.0,54.0,57.0
Defender,257110,Fran González,48.0,26.0,45.0,46.0,61.0,76.0
Midfielder,257075,P. Nebel,76.0,56.0,58.0,71.0,27.0,48.0
Midfielder,259205,N. Ahamada,69.0,48.0,63.0,70.0,56.0,61.0
Defender,256666,Y. Mosquera,71.0,22.0,38.0,45.0,64.0,69.0
Midfielder,259190,D. Lopy,62.0,53.0,62.0,62.0,60.0,71.0
Midfielder,263945,Alberto Moreno,69.0,59.0,63.0,67.0,52.0,55.0
Midfielder,259582,Isma Ruiz,66.0,46.0,60.0,61.0,60.0,56.0
Defender,259583,D. Udogie,73.0,50.0,56.0,65.0,60.0,64.0
Midfielder,259679,J. Braaf,83.0,60.0,57.0,66.0,40.0,64.0
Midfielder,261680,Gori,74.0,56.0,63.0,67.0,57.0,59.0
Midfielder,262137,H. Keïta,72.0,56.0,60.0,68.0,53.0,54.0
Forward,262652,L. Joseph,77.0,67.0,50.0,61.0,19.0,51.0
Midfielder,263943,Javi Serrano,71.0,56.0,60.0,64.0,59.0,63.0
Defender,264008,W. Kechrida,68.0,34.0,48.0,59.0,63.0,58.0
Defender,264044,M. Viti,67.0,34.0,36.0,43.0,67.0,64.0
Defender,264105,Pep Gayà,56.0,32.0,48.0,49.0,64.0,72.0
Defender,264158,Diego Moreno,75.0,38.0,55.0,60.0,60.0,62.0
Midfielder,264322,M. Saban,82.0,58.0,56.0,67.0,35.0,46.0
Defender,264406,L. Spatz,57.0,42.0,51.0,44.0,64.0,65.0
Goalkeeper,264430,Christian Gómez,,,,,,
Defender,256404,Jorge Silva,58.0,32.0,44.0,48.0,67.0,57.0
Defender,256544,M. Bogarde,60.0,30.0,50.0,64.0,66.0,62.0
Midfielder,256115,L. Samardžić,64.0,61.0,59.0,72.0,29.0,53.0
Goalkeeper,231474,João Costa,,,,,,
Forward,242965,F. Hornby,61.0,64.0,50.0,58.0,24.0,72.0
Goalkeeper,52326,E. Jakupović,,,,,,
Defender,254787,Pepe Sánchez,71.0,48.0,57.0,60.0,62.0,65.0
Goalkeeper,118794,A. Lonergan,,,,,,
Midfielder,177404,S. Fürstner,47.0,46.0,60.0,61.0,63.0,67.0
Goalkeeper,198132,D. Oberhauser,,,,,,
Forward,208129,S. Novothny,45.0,64.0,41.0,57.0,27.0,70.0
Goalkeeper,210676,W. Falcone,,,,,,
Defender,223306,J. Jach,58.0,45.0,51.0,55.0,62.0,75.0
Midfielder,229743,A. Deiola,59.0,63.0,60.0,61.0,60.0,68.0
Defender,233051,L. Bolton,81.0,51.0,59.0,64.0,59.0,63.0
Midfielder,235521,Carbonell,52.0,60.0,63.0,68.0,63.0,61.0
Goalkeeper,237935,K. Klaesson,,,,,,
Defender,240777,L. Ranieri,58.0,34.0,43.0,60.0,68.0,52.0
Midfielder,241462,R. Guerra,48.0,58.0,56.0,62.0,63.0,59.0
Midfielder,240906,B. Adekanye,71.0,59.0,55.0,68.0,30.0,50.0
Goalkeeper,244120,S. Rénot,,,,,,
Midfielder,250790,A. Traoré,76.0,59.0,53.0,68.0,22.0,61.0
Defender,254123,Migue,67.0,45.0,57.0,64.0,60.0,64.0
Defender,253465,T. Mengi,78.0,39.0,54.0,59.0,63.0,68.0
Midfielder,252936,A. Flips,62.0,57.0,64.0,66.0,41.0,51.0
Midfielder,251912,Z. Ould Khaled,55.0,47.0,58.0,62.0,61.0,68.0
Midfielder,251757,Javi Gómez,75.0,59.0,61.0,67.0,28.0,47.0
Defender,245290,De La Fuente,50.0,39.0,50.0,55.0,64.0,63.0
Midfielder,250822,B. Fadiga,75.0,47.0,60.0,71.0,59.0,53.0
Defender,250955,J. Stanišić,65.0,28.0,49.0,58.0,64.0,60.0
Midfielder,248574,B. Benkhedim,69.0,60.0,62.0,69.0,41.0,44.0
Forward,247463,F. Balogun,74.0,63.0,45.0,63.0,21.0,60.0
Midfielder,246402,M. Bidstrup,63.0,52.0,64.0,66.0,61.0,63.0
Defender,246061,A. Solano,63.0,35.0,54.0,62.0,61.0,57.0
Forward,245639,André Anderson,70.0,59.0,60.0,67.0,25.0,49.0
Midfielder,261374,L. Bate,71.0,49.0,66.0,65.0,54.0,57.0
Defender,260159,L. Mouyokolo,59.0,34.0,39.0,46.0,61.0,76.0
Forward,261025,D. Scarlett,72.0,62.0,46.0,60.0,20.0,56.0
Forward,260926,K. Schade,79.0,61.0,53.0,64.0,23.0,55.0
Midfielder,260814,E. Sevikyan,67.0,55.0,62.0,65.0,31.0,55.0
Defender,260692,Iker Recio,70.0,40.0,53.0,50.0,62.0,70.0
Forward,260340,Svensson,80.0,62.0,51.0,65.0,30.0,58.0
Goalkeeper,258485,F. Jörgensen,,,,,,
Midfielder,259806,F. Da Silva,66.0,52.0,66.0,68.0,49.0,57.0
Forward,259747,I. Diabate,78.0,63.0,50.0,58.0,18.0,67.0
Goalkeeper,259580,Ángel Jiménez,,,,,,
Midfielder,259422,Nico Serrano,73.0,56.0,54.0,70.0,18.0,48.0
Midfielder,259405,Zarzana,70.0,51.0,65.0,60.0,22.0,49.0
Midfielder,259356,C. Chukwuemeka,62.0,53.0,62.0,67.0,44.0,57.0
Defender,262042,M. Estève,63.0,30.0,45.0,47.0,62.0,68.0
Defender,261654,O. El Hilali,82.0,40.0,50.0,58.0,59.0,59.0
Forward,264451,E. Vergani,63.0,69.0,51.0,66.0,21.0,54.0
Midfielder,262113,N. Zalewski,66.0,57.0,61.0,70.0,42.0,48.0
Midfielder,262260,Mini,66.0,51.0,64.0,62.0,62.0,54.0
Defender,262663,K. Ezekwem,55.0,27.0,52.0,56.0,62.0,67.0
Midfielder,262672,N. Weißhaupt,66.0,57.0,62.0,66.0,32.0,44.0
Defender,262889,A. Garcia MacNulty,64.0,35.0,41.0,47.0,64.0,68.0
Midfielder,263014,B. Makouana,84.0,61.0,54.0,66.0,30.0,49.0
Midfielder,263194,I. Gharbi,71.0,55.0,60.0,71.0,40.0,40.0
Defender,263281,J. Bongard,50.0,35.0,49.0,49.0,63.0,68.0
Goalkeeper,263880,Agirrezabala,,,,,,
Defender,264050,B. Nokoue,73.0,42.0,50.0,58.0,58.0,67.0
Forward,264081,Pablo Gálvez,67.0,63.0,46.0,64.0,19.0,63.0
Defender,264103,Torrente,57.0,31.0,49.0,42.0,64.0,66.0
Midfielder,264110,Llabrés,81.0,57.0,55.0,66.0,31.0,51.0
Midfielder,264159,Iker Benito,75.0,57.0,57.0,66.0,35.0,50.0
Goalkeeper,264170,Luis López,,,,,,
Defender,259171,Lanchi,67.0,39.0,52.0,59.0,59.0,55.0
Goalkeeper,220833,A. Mandrea,,,,,,
Forward,258185,Luis Carbonell,74.0,64.0,51.0,69.0,19.0,43.0
Midfielder,238755,M. Warming,87.0,54.0,53.0,66.0,32.0,49.0
Defender,245996,K. Fobi,74.0,37.0,46.0,59.0,60.0,67.0
Defender,244196,D. Thompson,79.0,39.0,52.0,57.0,58.0,60.0
Forward,243838,N. Burkart,78.0,61.0,54.0,64.0,27.0,63.0
Midfielder,242947,R. Kehr,89.0,57.0,56.0,61.0,27.0,59.0
Defender,241488,Sillero,69.0,43.0,53.0,54.0,65.0,62.0
Forward,240434,J. Tell,60.0,63.0,56.0,62.0,31.0,61.0
Defender,238189,T. Uwakwe,74.0,52.0,55.0,57.0,57.0,62.0
Midfielder,250789,D. Bakwa,78.0,52.0,57.0,68.0,30.0,56.0
Midfielder,237871,J. Holsgrove,65.0,53.0,64.0,63.0,54.0,54.0
Midfielder,234614,L. Lumeka,75.0,60.0,56.0,64.0,25.0,46.0
Goalkeeper,226259,L. Andrenacci,,,,,,
Defender,222209,G. Mutombo,36.0,26.0,45.0,41.0,63.0,73.0
Defender,215756,S. McQueen,61.0,48.0,61.0,64.0,64.0,54.0
Midfielder,257975,B. Brahimi,75.0,60.0,58.0,68.0,26.0,59.0
Defender,247764,K. John,69.0,43.0,54.0,62.0,60.0,55.0
Forward,240803,J. Eppiah,74.0,62.0,52.0,67.0,29.0,61.0
Midfielder,252598,Sergio Lozano,62.0,51.0,62.0,67.0,54.0,48.0
Midfielder,256128,Jony Álamo,63.0,45.0,62.0,65.0,61.0,48.0
Goalkeeper,253497,P. Bonet,,,,,,
Midfielder,257916,M. Schroers,67.0,65.0,62.0,64.0,37.0,48.0
Goalkeeper,257273,J. Olschowsky,,,,,,
Midfielder,257084,L. Ugochukwu,67.0,50.0,60.0,65.0,58.0,69.0
Midfielder,257083,J. Kadile,79.0,63.0,52.0,66.0,22.0,52.0
Midfielder,256306,Ö. Beyaz,61.0,53.0,66.0,66.0,47.0,44.0
Midfielder,257917,S. Christiansen,60.0,55.0,64.0,65.0,56.0,60.0
Midfielder,256104,T. Tessmann,67.0,47.0,63.0,65.0,56.0,69.0
Defender,254529,C. Drameh,78.0,35.0,52.0,62.0,56.0,62.0
