Positions,short_name,sofifa_id,Acceleration,SprintSpeed,Pace,Agility,Balance,Vision,Penalties,Stamina,ShotPower,LongShots
Midfielder,L. Da Cunha,254579,79,78,78.0,81,78,63,59,62,67,62
Forward,E. Colley,254692,82,79,80.0,63,65,54,70,53,64,65
Midfielder,E. Millot,252259,68,63,65.0,78,76,67,58,49,62,59
Forward,Iker Losada,252865,68,69,69.0,58,74,55,55,41,70,69
Defender,S. Agouzoul,251751,52,57,55.0,41,48,52,44,52,46,39
Midfielder,A. Vranckx,252027,71,72,72.0,71,66,64,38,72,68,58
Midfielder,C. Sabaly,244694,79,82,81.0,84,88,54,59,64,59,39
Forward,P. Yade,251916,82,77,79.0,66,56,59,64,55,74,68
Midfielder,J. Onana,255934,51,55,53.0,52,53,62,54,72,72,63
Defender,D. Schnegg,251547,70,75,73.0,65,61,58,45,78,55,56
Midfielder,A. Stiller,250959,64,64,64.0,70,67,72,42,77,64,61
Midfielder,C. Niasse,248661,64,54,59.0,53,53,60,55,68,58,40
Forward,R. Piccoli,248385,58,58,58.0,56,55,50,36,60,66,66
Defender,Salva Ferrer,246282,69,70,70.0,66,66,51,48,70,50,33
Goalkeeper,S. Ngapandouetnbu,255151,28,15,,36,43,31,11,26,49,6
Forward,M. Satriano,264325,66,67,67.0,59,55,55,69,61,61,66
Midfielder,Nico Williams,256516,86,79,82.0,84,74,57,62,55,65,60
Defender,Víctor Chust,259173,63,72,68.0,45,58,28,35,54,31,20
Midfielder,Chapela,263941,78,76,77.0,74,63,60,63,42,63,57
Defender,Álex Petxa,262498,72,70,71.0,74,73,58,45,79,64,60
Defender,A. Omobamidele,261647,75,68,71.0,54,52,46,22,62,42,16
Midfielder,T. Lacoux,260158,69,66,67.0,67,80,69,55,73,58,45
Defender,R. Drăgușin,260105,68,69,69.0,60,57,40,49,68,47,30
Defender,M. John,259569,64,61,62.0,68,68,56,55,66,59,49
Goalkeeper,Joan García,259532,45,40,,43,42,45,18,35,50,9
Forward,S. Muñoz,259406,76,74,75.0,77,75,65,71,69,59,63
Goalkeeper,Arnau Tenas,259065,47,42,,56,45,42,15,21,51,9
Midfielder,J. Le Douaron,257111,73,73,73.0,38,57,60,56,71,44,49
Midfielder,Marvin,258922,79,83,81.0,70,69,66,59,50,56,57
Defender,S. Čestić,258893,54,50,52.0,50,47,38,31,62,48,20
Forward,E. Guessand,258444,74,77,76.0,67,59,52,61,62,68,56
Forward,S. Mara,257612,70,73,72.0,66,57,47,62,64,64,60
Midfielder,A. Knauff,257540,87,82,84.0,77,75,56,41,65,54,47
Midfielder,A. Moueffek,257320,68,66,67.0,75,65,68,50,58,59,56
Forward,D. Abiama,257190,81,83,82.0,68,68,44,62,69,66,57
Midfielder,I. Kebbal,257118,82,76,79.0,91,91,63,62,53,57,64
Midfielder,J. Keita,244753,91,92,92.0,91,91,55,60,60,60,57
Defender,A. Sissoko,241445,77,74,75.0,60,75,43,37,65,37,28
Forward,A. Idah,244288,69,75,72.0,65,54,41,63,59,73,61
Midfielder,D. Heymans,235242,57,65,61.0,62,59,64,52,72,72,67
Forward,A. Zeqiri,234683,69,73,71.0,68,66,60,66,69,69,63
Defender,C. Goode,228997,53,53,53.0,59,52,48,39,73,41,27
Midfielder,Z. Machach,228821,74,70,72.0,68,69,70,57,73,67,61
Forward,S. Abdullahi,227638,79,79,79.0,65,68,59,66,51,77,65
Forward,J. Augustin,225713,70,71,71.0,71,76,61,67,30,73,65
Midfielder,E. Gyasi,220491,80,75,77.0,75,76,61,61,66,63,58
Midfielder,C. Lombardi,215810,77,77,77.0,79,67,58,52,34,69,66
Midfielder,A. Vacca,213375,72,71,71.0,60,84,67,38,87,48,53
Defender,S. Decarli,213323,61,55,58.0,55,58,43,39,61,41,22
Midfielder,L. Capezzi,210548,48,47,47.0,66,75,70,64,65,66,59
Goalkeeper,J. Busk,209957,45,42,,30,56,58,12,33,49,14
Midfielder,Y. Chibsah,206109,66,55,60.0,77,79,62,52,79,68,64
Defender,R. Aya,198903,70,68,69.0,63,63,50,58,70,67,39
Defender,T. Fontaine,190530,68,65,66.0,33,64,35,45,64,38,17
Goalkeeper,S. Aresti,171490,35,40,,61,48,38,17,26,46,18
Goalkeeper,M. McGovern,163201,32,31,,44,33,40,14,33,48,13
Goalkeeper,S. Carson,157804,33,37,,38,42,44,20,28,49,20
Goalkeeper,N. Mäenpää,135587,33,40,,55,30,33,14,38,47,14
Defender,N. Lozano,243944,61,63,62.0,47,54,45,46,62,57,36
Midfielder,N. Seufert,234891,66,60,63.0,73,75,68,53,74,56,57
Goalkeeper,N. Ravaglia,173165,29,31,,39,28,60,32,18,45,11
Midfielder,F. Cassata,235942,62,34,47.0,62,60,69,40,63,55,71
Goalkeeper,Cristian Rivero,241179,25,29,,38,40,34,18,23,47,8
Forward,B. Lasme,237509,75,89,83.0,62,35,57,66,65,73,58
Midfielder,W. Tchimbembé,243642,79,86,83.0,75,59,64,52,68,67,64
Midfielder,Álex Collado,242999,64,63,63.0,69,68,74,63,34,68,70
Midfielder,J. Clarke,242908,76,74,75.0,75,77,59,60,54,59,58
Midfielder,G. Busio,242332,67,62,64.0,84,91,69,60,73,61,64
Defender,J. Billong,241999,53,49,51.0,40,36,38,53,65,54,30
Midfielder,R. Massimo,241689,85,89,87.0,80,73,56,58,69,62,55
Forward,W. Geubbels,241266,83,88,86.0,76,59,56,58,47,66,67
Midfielder,A. Gordon,242964,78,79,79.0,68,66,63,65,63,61,62
Goalkeeper,C. Kelleher,240913,41,38,,42,48,31,14,19,50,8
Defender,K. Fila,239635,81,81,81.0,74,67,62,48,75,49,42
Defender,Areso,239614,75,69,72.0,75,67,58,36,69,40,27
Defender,K. Dabila,239363,54,54,54.0,43,65,32,41,61,48,27
Midfielder,Oriol Busquets,239249,45,44,44.0,54,60,66,42,69,56,47
Defender,Tachi,238446,47,60,54.0,32,55,31,30,34,41,25
Midfielder,N. Nartey,238379,69,72,71.0,76,77,68,41,74,51,38
Goalkeeper,G. Poussin,240751,17,25,,22,46,24,16,22,48,6
Defender,M. Roerslev,238157,72,77,75.0,70,71,54,35,69,51,40
Midfielder,L. Leroy,247599,61,64,63.0,62,60,65,52,74,68,56
Defender,I. Boura,256788,71,64,67.0,68,79,53,38,63,46,46
Forward,M. Cho,256476,76,74,75.0,60,59,52,64,47,68,65
Defender,W. Singo,252802,72,81,77.0,67,54,50,46,51,43,34
Midfielder,K. Koindredi,252025,68,65,66.0,65,56,70,58,61,78,80
Midfielder,M. Svoboda,250779,52,62,58.0,40,31,55,36,68,59,38
Defender,J. Branthwaite,247649,58,67,63.0,44,50,27,32,57,43,25
Midfielder,D. Chambost,245855,69,59,64.0,68,67,67,59,71,67,64
Forward,W. Isidor,247335,65,68,67.0,66,59,59,63,51,68,59
Defender,C. Mola,246126,71,66,68.0,70,70,53,43,59,42,40
Forward,J. Gelhardt,246053,74,73,73.0,71,73,57,63,63,67,62
Forward,F. Colidio,245461,70,66,68.0,69,73,67,66,58,63,66
Midfielder,X. Simons,245367,70,66,68.0,73,84,68,58,61,59,55
Defender,F. Doucouré,257406,78,79,79.0,85,85,48,47,65,58,25
Midfielder,K. Michael,245277,74,75,75.0,75,78,70,64,71,67,62
Midfielder,K. Ruiz-Atil,257318,69,66,67.0,81,79,64,58,59,60,48
Midfielder,D. Peretz,263489,68,66,67.0,58,58,60,48,56,58,54
Midfielder,Martín Calderón,258359,69,68,68.0,59,70,71,54,53,71,70
Defender,M. Gusto,259307,76,79,78.0,69,67,60,45,68,60,46
Midfielder,M. Portanova,259331,65,67,66.0,59,58,67,68,53,66,45
Forward,Lautaro,260044,69,62,65.0,56,55,48,59,52,62,66
Defender,Jesús Vázquez,260082,72,72,72.0,60,60,43,32,61,60,47
Defender,Miguel,261865,72,70,71.0,66,68,30,40,66,48,24
Midfielder,Kayky,262053,83,82,82.0,84,76,63,64,60,62,40
Midfielder,E. Darboe,262091,72,54,62.0,54,73,60,52,74,58,45
Defender,Carlos Domínguez,262140,61,69,65.0,44,57,33,38,55,36,15
Defender,Álex Balde,263578,74,78,76.0,59,59,45,41,62,44,14
Midfielder,Beñat Prados,263617,69,63,66.0,75,74,66,42,60,72,68
Midfielder,A. Burlamaqui,263825,59,58,58.0,62,61,68,47,60,49,49
Midfielder,Gavi,264240,68,64,66.0,77,78,70,51,52,49,53
Forward,M. Abline,264422,77,73,75.0,71,72,55,70,55,68,63
Goalkeeper,Gabriel Brazão,244364,26,31,,34,26,34,18,24,45,6
Forward,S. van Hooijdonk,244601,75,76,76.0,64,55,52,67,64,75,69
Goalkeeper,S. Cibois,242242,36,30,,31,54,30,15,30,50,10
Goalkeeper,R. Vodišek,244340,48,46,,44,35,35,17,16,46,5
Defender,P. Ceccaroni,219956,72,72,72.0,54,59,30,37,69,29,24
Forward,I. Sacko,235554,80,82,81.0,81,71,64,73,57,73,60
Goalkeeper,C. Früchtl,235266,25,23,,26,23,24,13,19,50,8
Defender,L. Bogdan,235261,50,58,54.0,60,45,36,36,49,41,33
Midfielder,S. Edera,233794,63,61,62.0,67,74,65,60,37,69,70
Defender,N. De Medina,229107,69,71,70.0,65,64,49,32,58,43,34
Goalkeeper,Ezkieta,225395,41,49,,36,45,30,24,41,49,14
Goalkeeper,N. Lomb,210366,38,39,,47,40,27,14,40,50,11
Defender,D. Gudelj,236400,76,75,75.0,58,71,37,41,58,39,31
Forward,R. Bocalon,199053,72,72,72.0,76,68,52,52,72,67,47
Forward,M. Đurić,192840,49,50,50.0,33,30,46,66,64,67,60
Forward,G. Zigoni,191068,61,70,66.0,65,48,51,62,65,67,54
Midfielder,F. Di Tacchio,189730,49,53,51.0,49,61,65,53,90,73,66
Goalkeeper,J. Steele,188836,34,36,,36,44,40,24,29,53,12
Midfielder,T. Richards,243393,72,74,73.0,74,68,66,64,73,65,63
Goalkeeper,A. Plizzari,236378,45,37,,57,33,35,15,25,44,19
Goalkeeper,J. Grahl,183513,41,48,,44,43,32,21,39,44,13
Defender,Álex Martín,236914,53,49,51.0,57,54,28,42,58,48,64
Midfielder,S. Baptiste,240697,68,63,65.0,70,67,65,41,62,53,51
Midfielder,N. Tella,237328,87,85,86.0,84,79,59,48,67,57,55
Defender,Álvaro García,243156,66,64,65.0,62,60,55,50,66,65,55
Defender,B. Reynolds,242907,69,71,70.0,64,53,62,54,72,49,42
Defender,M. Jenz,241494,64,64,64.0,50,55,32,27,70,36,27
Defender,Kike Hermoso,240997,68,58,63.0,41,49,41,46,48,42,30
Midfielder,José Lara,240860,74,69,71.0,77,88,65,61,44,55,58
Midfielder,Pablo Martínez,243312,63,69,66.0,62,67,65,58,70,61,57
Defender,S. Niakaté,240453,65,70,68.0,59,69,34,40,80,35,24
Defender,M. Nadé,238749,40,33,36.0,47,66,39,39,52,39,23
Forward,S. Tigges,238656,53,60,57.0,45,42,54,55,75,75,57
Midfielder,M. Coulibaly,238282,74,76,75.0,69,72,63,57,70,67,59
Midfielder,W. Smallbone,237916,70,65,67.0,74,83,66,63,55,65,64
Defender,N. Casale,239770,61,64,63.0,45,56,55,45,65,55,40
Defender,A. Terzić,252573,68,70,69.0,66,61,42,49,66,45,45
Defender,Javi Castro,255406,65,69,67.0,60,60,31,45,70,48,26
Midfielder,Pablo Gozálbez,255140,64,62,63.0,67,78,70,55,55,65,65
Midfielder,M. Rivera,255015,77,74,75.0,79,84,59,58,53,65,58
Forward,S. Greenwood,253407,70,69,69.0,65,58,60,65,65,63,63
Forward,G. Simeone,253396,75,74,74.0,70,71,55,64,57,67,63
Defender,G. Zappa,252964,68,72,70.0,60,62,55,40,70,39,39
Midfielder,C. Boli,251572,72,64,68.0,79,73,64,48,44,57,56
Midfielder,H. Mbock,251974,68,59,63.0,65,68,62,45,56,76,66
Forward,E. Simms,251198,75,74,74.0,68,66,52,64,64,68,62
Midfielder,T. Raschl,247721,67,66,66.0,74,75,66,38,69,59,50
Defender,K. Hoever,246763,70,70,70.0,66,63,51,43,55,42,38
Midfielder,L. Agoumé,246683,60,53,56.0,66,60,69,51,76,59,58
Defender,Javi López,256097,70,72,71.0,69,57,43,36,72,23,25
Goalkeeper,S. Bajic,245865,28,20,,35,42,43,11,29,44,9
Defender,Pacheco,255854,56,53,54.0,49,59,37,36,59,32,16
Defender,Iván Bravo,258768,77,75,76.0,59,71,36,44,74,29,35
Midfielder,Y. Keitel,256118,63,66,65.0,60,62,62,48,59,58,49
Forward,J. Krasso,256731,68,65,66.0,58,54,63,68,54,64,60
Midfielder,A. Elanga,257470,81,81,81.0,81,72,59,50,58,64,60
Goalkeeper,Leo Román,258466,50,50,,51,48,50,15,44,52,10
Goalkeeper,Diego Conde,258534,44,41,,58,38,38,21,31,47,9
Midfielder,Cedric Teguía,258536,84,82,83.0,71,74,56,43,76,76,61
Midfielder,Arribas,258923,69,67,68.0,68,68,58,40,55,47,52
Defender,A. Medioub,259088,45,55,51.0,44,40,29,39,59,48,28
Midfielder,David Costa,259139,72,67,69.0,79,85,63,48,35,56,49
Defender,C. Wooh,260658,63,80,72.0,56,47,44,35,68,60,29
Midfielder,É. Michut,261249,68,62,65.0,75,80,67,55,50,58,55
Defender,C. Lukeba,262138,62,70,66.0,57,61,54,39,56,47,29
Midfielder,Y. Kallon,262333,69,65,67.0,66,71,62,70,67,70,64
Midfielder,M. Peart-Harris,263582,74,70,72.0,64,69,72,62,60,61,62
Midfielder,P. Mićin,245023,56,63,60.0,61,53,65,60,35,60,69
Forward,G. Rutter,245637,74,79,77.0,71,67,58,68,57,67,59
Midfielder,M. Ruggeri,259584,61,69,65.0,52,57,51,35,68,69,40
Forward,Sergio Moreno,244921,69,74,72.0,64,64,49,59,55,59,62
Defender,P. Jaroszyński,219661,71,65,68.0,64,59,45,47,67,51,50
Goalkeeper,Y. Diouf,235633,45,44,,35,38,46,11,44,46,8
Midfielder,Léo Sena,235108,68,68,68.0,72,67,69,50,68,56,46
Defender,R. Pirrello,230676,59,65,62.0,48,50,40,42,66,55,38
Defender,Camus,228869,74,71,72.0,66,66,49,57,67,61,41
Forward,E. Berggreen,223537,34,34,34.0,50,45,57,62,51,73,58
Goalkeeper,W. Norris,223082,40,49,,35,51,43,16,36,45,10
Midfielder,M. Stefaniak,216255,83,69,75.0,80,77,65,64,67,69,60
Forward,Darío Poveda,236940,47,46,46.0,53,57,57,55,37,67,63
Goalkeeper,L. Grant,53739,41,37,,48,53,50,20,25,52,19
Midfielder,K. Azamoum,216237,63,52,57.0,73,76,69,58,59,63,60
Midfielder,T. Weilandt,204468,76,70,73.0,74,70,61,52,76,65,65
Goalkeeper,R. Matthews,203824,44,47,,49,39,39,22,29,47,20
Midfielder,J. Valencia,203249,79,81,80.0,85,83,61,48,58,64,58
Defender,Martín,244919,53,62,58.0,40,65,33,34,54,39,20
Goalkeeper,Javi Díaz,236028,58,57,,63,45,44,25,30,49,19
Goalkeeper,D. Martin,116314,42,36,,59,40,44,15,38,50,14
Midfielder,G. Kastanos,237335,68,68,68.0,65,77,62,48,54,64,60
Defender,A. Buongiorno,243241,51,66,59.0,51,48,50,49,64,60,47
Goalkeeper,M. Bułka,238186,28,25,,42,28,38,18,30,47,7
Midfielder,B. Mendy,244114,60,60,60.0,34,50,49,38,55,51,43
Midfielder,T. Bonga,244097,79,83,81.0,65,54,58,51,72,69,52
Midfielder,O. Batista Meier,244024,78,73,75.0,84,81,58,58,59,69,67
Midfielder,Juan Cruz,243604,76,77,77.0,77,66,61,63,40,61,64
Defender,B. Mumba,243353,78,72,75.0,80,84,60,48,61,52,43
Midfielder,D. Jastrzembski,244509,80,79,79.0,75,77,54,63,60,57,58
Defender,Mario Hernández,241479,71,71,71.0,67,60,29,48,61,35,28
Midfielder,L. Pintor,240941,79,81,80.0,80,76,51,59,57,67,63
Midfielder,T. Tillman,240319,72,68,70.0,74,72,63,44,69,54,47
Goalkeeper,D. Petković,240212,39,44,,34,21,25,19,20,48,6
Defender,E. Ebosse,241007,69,68,68.0,49,63,44,41,69,45,38
Defender,R. Bushiri,239259,62,67,65.0,42,50,26,36,60,46,26
Defender,Toni Herrero,258034,74,77,76.0,71,70,50,39,69,57,43
Forward,L. Delap,259031,74,78,76.0,72,62,52,60,60,69,57
Midfielder,A. Cambiaso,258966,69,67,68.0,68,68,59,46,58,60,52
Midfielder,Aimar Oroz,258937,76,66,71.0,71,68,67,55,69,68,62
Defender,A. Barry,258625,65,78,72.0,60,61,34,37,64,33,20
Midfielder,Álex Blesa,258037,63,65,64.0,72,70,65,49,63,52,59
Midfielder,B. Domingues,257396,64,61,62.0,61,81,64,60,55,60,53
Midfielder,C. Palmer,257534,76,78,77.0,75,71,60,50,55,65,55
Forward,W. Faghir,257399,66,71,69.0,74,69,57,53,63,68,58
Midfielder,R. Ladinetti,257349,66,65,65.0,63,62,63,63,56,70,46
Defender,Fran González,257110,49,48,48.0,41,45,28,40,74,35,25
Midfielder,P. Nebel,257075,79,74,76.0,90,85,60,45,53,60,50
Midfielder,N. Ahamada,259205,72,66,69.0,74,72,63,49,60,65,44
Defender,Y. Mosquera,256666,73,70,71.0,68,55,33,37,69,35,15
Midfielder,D. Lopy,259190,66,59,62.0,56,53,62,45,67,68,53
Midfielder,Alberto Moreno,263945,72,67,69.0,70,76,65,64,56,61,58
Midfielder,Isma Ruiz,259582,67,65,66.0,62,65,63,43,55,59,45
Defender,D. Udogie,259583,75,71,73.0,74,55,48,46,60,60,46
Midfielder,J. Braaf,259679,82,84,83.0,82,86,56,53,69,69,58
Midfielder,Gori,261680,75,74,74.0,74,80,68,65,66,63,50
Midfielder,H. Keïta,262137,70,73,72.0,72,64,65,47,49,57,57
Forward,L. Joseph,262652,75,78,77.0,63,70,54,65,55,65,59
Midfielder,Javi Serrano,263943,74,68,71.0,64,78,61,62,59,56,54
Defender,W. Kechrida,264008,71,66,68.0,51,59,44,46,58,34,32
Defender,M. Viti,264044,65,69,67.0,57,53,39,40,67,56,32
Defender,Pep Gayà,264105,55,56,56.0,50,50,38,38,72,45,20
Defender,Diego Moreno,264158,70,79,75.0,65,72,53,33,74,43,38
Midfielder,M. Saban,264322,83,82,82.0,78,73,58,56,49,64,51
Defender,L. Spatz,264406,59,55,57.0,47,59,33,38,60,49,50
Goalkeeper,Christian Gómez,264430,42,37,,45,43,36,20,28,46,8
Defender,Jorge Silva,256404,55,60,58.0,59,58,33,38,55,55,22
Defender,M. Bogarde,256544,60,60,60.0,73,75,58,35,67,40,30
Midfielder,L. Samardžić,256115,71,58,64.0,75,73,59,50,43,64,58
Goalkeeper,João Costa,231474,18,33,,31,48,29,16,23,43,13
Forward,F. Hornby,242965,55,66,61.0,38,36,53,59,58,65,67
Goalkeeper,E. Jakupović,52326,27,31,,37,45,52,22,31,48,11
Defender,Pepe Sánchez,254787,72,71,71.0,61,67,55,50,61,71,63
Goalkeeper,A. Lonergan,118794,40,41,,50,42,32,16,28,39,13
Midfielder,S. Fürstner,177404,48,46,47.0,67,72,61,42,65,60,48
Goalkeeper,D. Oberhauser,198132,49,47,,54,41,18,22,42,47,8
Forward,S. Novothny,208129,34,54,45.0,53,63,50,64,53,66,45
Goalkeeper,W. Falcone,210676,26,28,,33,34,35,29,28,49,20
Defender,J. Jach,223306,53,62,58.0,52,54,39,36,69,57,48
Midfielder,A. Deiola,229743,62,56,59.0,51,32,60,34,58,73,68
Defender,L. Bolton,233051,82,80,81.0,75,72,58,56,60,56,46
Midfielder,Carbonell,235521,59,47,52.0,75,78,63,49,64,62,62
Goalkeeper,K. Klaesson,237935,35,33,,52,42,42,17,24,47,12
Defender,L. Ranieri,240777,55,61,58.0,59,73,39,44,49,33,34
Midfielder,R. Guerra,241462,52,45,48.0,52,58,59,45,43,60,63
Midfielder,B. Adekanye,240906,73,69,71.0,68,74,51,52,49,63,48
Goalkeeper,S. Rénot,244120,35,32,,28,45,31,17,25,47,10
Midfielder,A. Traoré,250790,74,77,76.0,64,76,55,62,64,57,55
Defender,Migue,254123,70,64,67.0,68,73,50,39,64,58,52
Defender,T. Mengi,253465,74,82,78.0,69,53,53,35,61,54,39
Midfielder,A. Flips,252936,64,61,62.0,68,78,64,65,53,62,58
Midfielder,Z. Ould Khaled,251912,56,55,55.0,54,37,52,46,64,63,45
Midfielder,Javi Gómez,251757,76,74,75.0,73,77,57,53,53,60,57
Defender,De La Fuente,245290,52,48,50.0,52,58,42,43,45,49,39
Midfielder,B. Fadiga,250822,77,73,75.0,86,77,62,50,68,52,43
Defender,J. Stanišić,250955,67,64,65.0,64,59,38,37,59,36,24
Midfielder,B. Benkhedim,248574,71,67,69.0,74,78,61,54,58,65,58
Forward,F. Balogun,247463,76,72,74.0,72,64,45,56,63,63,56
Midfielder,M. Bidstrup,246402,66,60,63.0,69,88,63,42,65,55,50
Defender,A. Solano,246061,62,64,63.0,63,71,46,40,59,49,35
Forward,André Anderson,245639,70,70,70.0,71,65,66,60,63,65,50
Midfielder,L. Bate,261374,72,70,71.0,76,84,69,46,67,57,49
Defender,L. Mouyokolo,260159,61,58,59.0,51,39,28,47,64,58,40
Forward,D. Scarlett,261025,74,70,72.0,62,69,48,66,51,62,52
Forward,K. Schade,260926,81,77,79.0,68,62,53,57,52,60,54
Midfielder,E. Sevikyan,260814,68,66,67.0,74,73,58,54,61,61,53
Defender,Iker Recio,260692,71,69,70.0,49,56,51,46,71,61,41
Forward,Svensson,260340,82,79,80.0,78,66,53,55,63,67,60
Goalkeeper,F. Jörgensen,258485,36,36,,48,34,36,8,30,51,15
Midfielder,F. Da Silva,259806,64,67,66.0,76,77,68,48,59,59,54
Forward,I. Diabate,259747,75,80,78.0,70,68,45,72,69,61,63
Goalkeeper,Ángel Jiménez,259580,29,31,,38,27,42,12,26,49,8
Midfielder,Nico Serrano,259422,77,69,73.0,76,78,53,56,50,52,52
Midfielder,Zarzana,259405,66,74,70.0,55,72,63,55,55,57,49
Midfielder,C. Chukwuemeka,259356,61,63,62.0,57,75,64,58,48,56,34
Defender,M. Estève,262042,59,67,63.0,37,40,31,38,54,45,24
Defender,O. El Hilali,261654,83,81,82.0,76,67,50,40,67,50,40
Forward,E. Vergani,264451,62,64,63.0,54,55,57,69,55,72,65
Midfielder,N. Zalewski,262113,68,64,66.0,55,72,58,63,51,72,46
Midfielder,Mini,262260,69,63,66.0,68,74,63,50,50,50,54
Defender,K. Ezekwem,262663,55,55,55.0,34,58,32,36,55,37,26
Midfielder,N. Weißhaupt,262672,67,66,66.0,71,60,59,53,50,60,54
Defender,A. Garcia MacNulty,262889,63,65,64.0,66,62,39,35,63,48,28
Midfielder,B. Makouana,263014,84,84,84.0,72,74,53,60,53,67,52
Midfielder,I. Gharbi,263194,75,68,71.0,81,88,64,60,41,60,54
Defender,J. Bongard,263281,52,49,50.0,44,33,37,42,62,48,33
Goalkeeper,Agirrezabala,263880,22,31,,23,33,31,13,23,47,10
Defender,B. Nokoue,264050,72,74,73.0,59,68,48,43,72,44,46
Forward,Pablo Gálvez,264081,69,66,67.0,59,58,45,60,70,58,60
Defender,Torrente,264103,53,61,57.0,41,49,49,39,59,54,31
Midfielder,Llabrés,264110,80,82,81.0,84,79,56,58,70,57,52
Midfielder,Iker Benito,264159,79,71,75.0,68,73,59,46,58,66,59
Goalkeeper,Luis López,264170,31,29,,33,21,35,13,18,44,8
Defender,Lanchi,259171,68,67,67.0,62,75,39,35,69,52,40
Goalkeeper,A. Mandrea,220833,41,49,,33,55,15,23,28,43,14
Forward,Luis Carbonell,258185,75,74,74.0,61,80,55,72,53,69,57
Midfielder,M. Warming,238755,86,87,87.0,80,72,55,40,55,58,45
Defender,K. Fobi,245996,74,74,74.0,63,65,44,45,70,36,32
Defender,D. Thompson,244196,78,79,79.0,67,61,51,45,69,46,39
Forward,N. Burkart,243838,79,78,78.0,75,76,46,54,66,61,55
Midfielder,R. Kehr,242947,88,89,89.0,66,57,53,58,59,53,48
Defender,Sillero,241488,70,68,69.0,65,72,48,44,65,56,41
Forward,J. Tell,240434,65,56,60.0,63,58,51,66,58,63,64
Defender,T. Uwakwe,238189,74,74,74.0,63,60,53,47,74,55,54
Midfielder,D. Bakwa,250789,78,78,78.0,73,68,62,59,61,51,48
Midfielder,J. Holsgrove,237871,68,62,65.0,65,75,66,49,64,52,58
Midfielder,L. Lumeka,234614,76,74,75.0,81,73,56,51,43,59,55
Goalkeeper,L. Andrenacci,226259,50,49,,55,58,34,20,28,44,15
Defender,G. Mutombo,222209,38,34,36.0,31,52,33,37,62,37,28
Defender,S. McQueen,215756,60,61,61.0,64,67,57,52,35,48,51
Midfielder,B. Brahimi,257975,75,75,75.0,67,63,58,54,54,68,60
Defender,K. John,247764,71,67,69.0,79,85,52,35,62,39,42
Forward,J. Eppiah,240803,73,74,74.0,66,69,40,58,63,68,58
Midfielder,Sergio Lozano,252598,63,62,62.0,68,74,64,56,60,54,51
Midfielder,Jony Álamo,256128,63,63,63.0,63,74,63,55,55,56,41
Goalkeeper,P. Bonet,253497,15,19,,36,26,30,14,22,44,9
Midfielder,M. Schroers,257916,66,67,67.0,66,74,59,68,54,64,65
Goalkeeper,J. Olschowsky,257273,22,17,,30,44,45,15,16,48,7
Midfielder,L. Ugochukwu,257084,68,67,67.0,67,64,57,52,69,65,51
Midfielder,J. Kadile,257083,78,79,79.0,74,73,56,62,50,70,60
Midfielder,Ö. Beyaz,256306,55,65,61.0,53,90,65,54,36,57,43
Midfielder,S. Christiansen,257917,66,55,60.0,55,61,62,60,62,62,45
Midfielder,T. Tessmann,256104,64,69,67.0,65,69,69,41,73,53,43
Defender,C. Drameh,254529,79,78,78.0,67,73,46,42,65,42,33
Forward,Nabil Touaizi,254244,76,75,75.0,76,60,55,55,60,66,60
Defender,C. Cresswell,254121,52,52,52.0,40,53,33,39,55,39,23
Forward,N. Gioacchini,254019,76,77,77.0,58,62,49,66,56,62,53
Midfielder,L. Tramoni,255174,67,67,67.0,58,76,62,56,52,55,55
Midfielder,S. Damiani,258815,64,64,64.0,58,69,59,45,63,58,49
Defender,Sergio Barcia,259581,66,67,67.0,50,63,46,34,64,43,27
Goalkeeper,Alfonso Pastor,259530,27,17,,22,25,27,13,24,50,8
Defender,Aitor Paredes,259524,60,63,62.0,42,56,25,38,62,39,25
Midfielder,J. Ideho,259403,83,81,82.0,71,68,62,47,52,66,43
Goalkeeper,Pere Joan,259314,50,60,,55,62,41,11,45,50,7
Midfielder,A. Sotona,259117,88,89,89.0,79,72,53,55,53,67,55
Midfielder,H. Mejbri,258171,69,69,69.0,76,62,62,46,62,54,50
Midfielder,Capita,258722,76,71,73.0,83,83,56,55,53,45,51
Defender,K. Kurt,256770,75,65,70.0,79,75,50,50,55,46,43
Defender,A. Seidu,257946,71,59,64.0,64,71,38,31,37,29,27
Goalkeeper,J. Kersken,257914,25,24,,34,25,45,11,16,47,5
Goalkeeper,J. Flere,257350,20,24,,35,45,28,15,25,48,10
Midfielder,T. Booth,256887,69,63,66.0,78,73,63,44,58,61,65
Goalkeeper,B. Fall,260326,24,29,,37,28,28,13,27,45,7
Midfielder,C. Cîrjan,260141,66,60,63.0,59,82,64,63,45,63,45
Defender,M. Sponsel,264380,60,68,64.0,55,54,52,42,61,50,38
Defender,L. Assignon,260574,77,77,77.0,74,76,47,48,59,58,47
Midfielder,R. Lavia,263620,56,60,58.0,55,63,49,51,54,55,36
Goalkeeper,Pablo Valencia,264161,20,25,,30,39,28,16,25,45,9
Goalkeeper,Alejandro Iturbe,264116,52,44,,47,50,40,20,24,47,9
Midfielder,Álvaro Bravo,264102,65,63,64.0,71,74,65,50,58,55,56
Forward,Alan Godoy,264092,78,74,76.0,75,70,52,61,53,64,54
Midfielder,S. Edozie,263953,84,67,75.0,63,68,55,60,48,59,50
Midfielder,Bastida,263646,64,54,59.0,53,80,57,42,54,55,43
