Positions,short_name,sofifa_id,Crossing,Finishing,Heading,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,FKAccuracy,Passing,Shooting
Defender,J. Pied,183916,72,58,69,75,63,73,73,70,74,69,72.0,64.0
Midfielder,D. Gosling,184749,68,66,65,75,64,65,63,74,73,57,71.0,68.0
Forward,M. Gregoritsch,199439,65,71,73,74,75,71,81,70,73,76,72.0,73.0
Defender,J. Morel,139860,56,36,75,65,40,51,57,64,58,50,60.0,44.0
Goalkeeper,M. Esser,200212,10,8,25,39,9,15,14,35,17,17,,
Goalkeeper,A. Gunn,216325,14,15,14,32,19,20,20,41,27,15,,
Midfielder,A. Voglsammer,211891,64,73,71,68,65,68,69,53,71,68,65.0,74.0
Midfielder,L. Öztunalı,213134,67,65,54,67,64,76,77,63,73,72,67.0,68.0
Defender,D. Biraschi,213938,49,31,66,66,30,56,46,60,69,38,56.0,35.0
Defender,M. Miazga,215565,25,18,73,67,34,51,27,62,66,21,47.0,26.0
Defender,Unai García,215569,54,39,72,72,27,45,26,62,66,47,59.0,41.0
Defender,C. Brunner,215604,65,54,60,68,32,63,59,59,66,32,62.0,56.0
Forward,Sandro,217731,65,70,62,68,74,77,80,59,78,76,65.0,75.0
Midfielder,M. Benassi,211354,68,66,68,75,70,76,68,73,78,64,71.0,70.0
Midfielder,Camarasa,219571,68,70,55,73,65,73,65,71,74,73,72.0,72.0
Defender,C. Hountondji,219680,47,28,70,68,30,49,39,58,68,35,52.0,33.0
Defender,Marcos Mauro,219688,45,39,77,73,37,51,36,62,64,39,55.0,42.0
Midfielder,M. Aramu,219984,66,57,53,72,65,74,70,68,75,73,70.0,63.0
Midfielder,E. Thommy,221797,77,69,49,70,65,75,76,62,73,72,71.0,70.0
Defender,B. Gibson,200408,29,28,73,66,20,40,38,57,62,22,49.0,29.0
Defender,R. Czichos,211826,56,42,69,64,33,59,52,67,65,57,59.0,48.0
Midfielder,C. Gruezo,221860,43,41,54,72,37,60,48,69,70,47,61.0,46.0
Midfielder,José Mari,210868,58,49,57,72,66,65,71,67,70,56,67.0,60.0
Defender,Bigas,206222,68,49,71,72,44,55,46,60,66,43,59.0,52.0
Midfielder,S. Sturaro,202135,66,55,68,74,74,73,64,72,74,64,70.0,67.0
Defender,K. Stafylidis,202151,72,48,50,71,68,69,76,72,70,80,66.0,63.0
Forward,Y. Touzghar,203889,51,76,73,67,71,70,51,57,72,55,61.0,73.0
Midfielder,C. Musonda,204233,72,63,39,72,52,80,69,67,78,58,69.0,63.0
Midfielder,Vadillo,204830,70,66,55,66,50,76,67,61,75,70,67.0,68.0
Midfielder,J. Murphy,206085,74,64,44,67,50,77,74,60,72,65,68.0,67.0
Defender,N. Murru,205934,72,30,63,68,39,68,54,61,70,39,61.0,40.0
Midfielder,J. Dudziak,206463,69,61,55,73,58,75,73,72,76,62,72.0,62.0
Midfielder,T. Dingomé,206506,71,60,51,74,59,72,66,71,74,64,72.0,64.0
Defender,L. Kübler,208335,67,38,53,66,50,59,46,53,62,27,57.0,45.0
Defender,M. Dijks,208459,72,30,68,71,39,68,64,69,68,42,65.0,40.0
Defender,Quini,209937,74,62,62,71,48,71,70,57,73,52,65.0,60.0
Defender,I. Mbaye,210320,70,35,66,69,50,68,68,64,68,55,64.0,49.0
Midfielder,A. Touré,210450,48,41,52,64,42,60,49,70,70,49,59.0,56.0
Midfielder,Jordi Mboula,239441,64,67,53,65,61,78,55,59,72,53,62.0,66.0
Forward,L. Mothiba,237631,54,73,70,66,69,71,59,53,71,51,60.0,72.0
Midfielder,E. Löwen,238072,58,52,70,73,47,70,64,66,72,73,68.0,62.0
Forward,A. Sigurðsson,238196,67,71,39,72,68,73,56,69,73,39,67.0,68.0
Midfielder,A. Bassi,238504,65,65,59,70,57,73,68,65,75,68,68.0,67.0
Defender,C. Zimmermann,239322,20,25,71,56,33,36,26,63,47,20,40.0,33.0
Midfielder,R. Hack,239367,64,72,49,69,67,76,56,54,75,49,63.0,67.0
Midfielder,H. Traorè,240787,66,66,62,73,64,76,68,68,74,64,69.0,66.0
Forward,E. Shomurodov,239964,55,70,74,67,73,69,68,58,75,52,62.0,70.0
Goalkeeper,G. Vicario,240091,11,6,11,27,7,12,14,27,14,10,,
Defender,K. Rüegg,240099,69,48,64,68,45,71,58,68,70,36,64.0,52.0
Midfielder,A. Gomes,240507,63,71,62,71,65,72,68,70,72,68,69.0,70.0
Midfielder,E. Vignato,240661,65,61,51,74,59,77,69,73,76,61,70.0,61.0
Defender,Y. Çetin,240671,48,38,71,64,37,61,48,53,62,39,54.0,42.0
Midfielder,K. Dewsbury-Hall,237386,55,59,52,73,44,72,63,71,72,55,68.0,61.0
Defender,Jorge Cuenca,237522,42,27,74,70,31,34,29,63,62,26,56.0,35.0
Midfielder,F. Jensen,234889,68,68,56,72,70,75,61,63,75,40,67.0,68.0
Midfielder,Z. Youssouf,236830,62,53,47,76,55,78,66,73,77,65,71.0,57.0
Midfielder,M. Maolida,234333,56,69,61,70,64,76,66,57,74,41,63.0,68.0
Defender,D. Vavro,240988,26,37,74,69,36,52,25,65,63,30,51.0,49.0
Forward,I. Šaponjić,232207,30,73,71,60,59,63,64,46,70,28,48.0,71.0
Forward,C. Itten,233139,65,74,73,65,72,66,40,57,69,39,60.0,72.0
Defender,R. Gumny,233409,64,28,50,68,46,66,53,52,70,31,60.0,37.0
Defender,A. Lucoqui,233812,64,32,58,63,37,68,48,60,65,35,59.0,44.0
Midfielder,Ronaldo Vieira,233943,56,53,53,72,50,71,63,67,73,49,65.0,58.0
Defender,T. Hübers,234727,40,36,68,62,35,53,38,63,60,39,54.0,39.0
Forward,P. Hamel,236621,57,76,77,64,57,67,42,51,69,33,57.0,72.0
Forward,L. Höler,234875,45,74,75,56,69,57,50,41,56,38,50.0,72.0
Defender,Miguelón,231749,72,40,61,67,55,73,60,60,73,30,63.0,50.0
Goalkeeper,R. Majecki,235413,12,19,12,29,19,27,10,15,28,13,,
Midfielder,T. Alarcón,235824,45,45,65,72,30,58,46,67,69,46,59.0,50.0
Defender,Y. Valery,236316,66,42,59,64,34,72,55,57,66,41,60.0,52.0
Midfielder,G. Maggiore,236368,48,58,52,74,48,70,55,71,72,42,65.0,59.0
Defender,T. Mitchell,240947,66,35,53,61,36,65,51,53,63,39,56.0,37.0
Midfielder,E. Le Fée,246350,67,48,44,77,51,75,68,75,77,68,73.0,53.0
Defender,N. Maraš,241070,31,38,72,70,28,49,24,51,60,28,50.0,37.0
Defender,L. Thomas,254470,68,39,61,66,47,67,51,66,68,49,63.0,42.0
Defender,C. Richards,250954,49,23,76,70,26,47,35,63,60,24,57.0,27.0
Forward,João Pedro,252042,56,71,70,64,65,75,61,54,73,33,59.0,68.0
Midfielder,I. Jakobs,252293,65,64,54,65,41,75,44,49,72,30,58.0,58.0
Defender,T. Nianzou,252961,37,32,72,69,37,62,41,66,65,31,55.0,37.0
Midfielder,N. Mbuku,253036,68,65,48,71,64,77,66,63,74,56,67.0,64.0
Midfielder,Y. Musah,253177,64,62,44,68,48,74,60,60,73,40,62.0,66.0
Forward,Reinier,254544,58,68,59,67,70,77,72,57,74,55,64.0,68.0
Defender,N. Collins,248484,50,24,69,65,22,56,25,63,61,25,53.0,26.0
Midfielder,J. Thielmann,254660,63,69,60,67,62,69,67,65,73,44,65.0,69.0
Forward,A. Adli,255223,61,75,63,70,58,75,70,59,74,52,64.0,72.0
Defender,G. Frabotta,257713,74,50,59,73,59,69,63,67,73,43,68.0,55.0
Midfielder,Blanco,261987,46,55,49,75,37,65,56,73,70,65,67.0,56.0
Forward,M. Osmajić,263230,64,74,72,63,58,66,56,57,65,49,60.0,70.0
Defender,A. Hack,231111,55,27,75,67,26,57,39,70,56,31,59.0,32.0
Defender,Vivian,248550,44,38,72,66,46,50,28,66,60,22,53.0,38.0
Defender,A. Bella Kotchap,247497,31,20,67,66,24,33,22,64,60,22,50.0,25.0
Forward,J. Sargent,242075,58,71,66,66,65,70,62,55,71,56,61.0,70.0
Forward,J. Burkardt,244257,55,69,62,69,64,81,54,60,71,35,61.0,68.0
Defender,H. Marcelin,242603,24,30,69,64,32,49,28,58,55,32,49.0,35.0
Midfielder,Alberto Soro,243016,64,64,49,72,55,70,59,73,72,57,69.0,63.0
Defender,S. Walukiewicz,243497,23,36,71,70,28,56,37,58,65,22,49.0,38.0
Defender,M. Müldür,243526,60,46,72,69,42,68,46,60,75,37,60.0,49.0
Midfielder,Óscar Valentín,243558,51,28,59,69,35,59,38,65,66,37,61.0,45.0
Defender,Gonzalo Verdú,243945,38,49,69,62,42,51,48,60,58,64,55.0,53.0
Defender,F. Benković,244269,33,38,72,65,19,52,44,65,60,54,55.0,44.0
Defender,G. Mensah,247124,71,53,62,68,56,71,66,61,71,49,64.0,56.0
Defender,J. Vásquez,244349,62,30,73,62,28,50,40,60,60,40,57.0,32.0
Defender,M. Erlić,244456,31,29,72,67,33,48,32,62,54,28,49.0,33.0
Forward,K. Behrens,244706,44,74,75,57,59,64,53,44,64,33,50.0,71.0
Midfielder,M. Loum,245021,42,40,69,71,38,61,50,66,65,42,59.0,53.0
Defender,F. Russo,245156,41,25,64,64,32,37,37,57,65,29,50.0,30.0
Midfielder,J. Lindstrøm,245741,58,68,44,71,47,71,58,66,72,51,66.0,65.0
Defender,J. Gélin,231263,60,30,68,73,30,58,52,70,68,33,66.0,36.0
Midfielder,T. Băluță,243019,22,35,41,73,21,35,21,68,68,64,57.0,49.0
Forward,R. Manaj,230800,43,75,69,68,66,71,42,46,72,57,54.0,72.0
Defender,S. Sabelli,206159,62,35,64,63,37,60,58,61,63,50,60.0,40.0
Midfielder,T. Monconduit,203128,66,49,69,68,39,65,66,72,67,63,68.0,55.0
Midfielder,P. Wszołek,203568,68,65,57,69,56,66,64,65,70,52,67.0,63.0
Defender,K. Djidji,203884,46,26,69,66,26,62,28,64,64,32,53.0,32.0
Goalkeeper,M. Bettinelli,204246,12,14,11,34,12,15,12,38,28,19,,
Forward,J. Locadia,204366,56,65,60,69,70,72,65,63,74,74,66.0,70.0
Goalkeeper,P. Terracciano,205812,13,11,15,27,16,15,12,21,22,12,,
Defender,V. Haroyan,206423,35,29,71,69,24,43,27,57,51,29,49.0,30.0
Forward,F. Santander,201335,56,70,72,67,67,68,55,55,68,55,62.0,70.0
Defender,D. Bain,208019,24,21,77,65,27,48,40,68,62,27,49.0,26.0
Midfielder,D. Blum,208700,68,69,50,67,58,74,75,61,72,69,65.0,70.0
Midfielder,P. Frankowski,212138,66,59,53,68,53,66,63,67,65,48,66.0,57.0
Midfielder,J. Green,212192,68,70,55,71,69,75,65,59,76,63,66.0,68.0
Goalkeeper,N. Penneteau,18122,11,9,19,33,15,14,6,23,29,9,,
Forward,D. Selke,212626,40,70,77,64,75,69,65,44,65,29,53.0,70.0
Forward,Abdón Prats,202716,65,77,67,65,70,66,68,58,72,69,60.0,76.0
Defender,F. Ogier,200968,23,20,68,54,23,40,33,50,64,34,39.0,31.0
Forward,F. Forte,213993,58,75,72,70,57,66,55,62,70,29,61.0,72.0
Defender,M. Schmelzer,188802,70,34,67,71,47,63,71,63,67,64,65.0,48.0
Midfielder,Pepelu,230786,64,55,49,73,48,68,75,72,74,75,71.0,61.0
Goalkeeper,P. Tschauner,158777,7,9,47,24,7,7,15,25,22,15,,
Defender,P. Bardsley,163261,70,47,67,70,43,67,66,67,71,33,65.0,58.0
Goalkeeper,J. Moulin,172198,15,14,15,32,14,13,14,35,23,11,,
Defender,J. Faussurier,183921,76,59,58,75,50,69,65,73,73,49,73.0,59.0
Forward,Á. Szalai,184789,49,73,81,67,70,63,58,48,70,42,58.0,72.0
Defender,B. Oczipka,189390,75,50,63,70,47,61,61,68,67,70,70.0,59.0
Goalkeeper,T. Koubek,200332,13,12,13,14,19,17,18,20,20,16,,
Midfielder,A. Forshaw,193910,64,59,47,77,57,68,68,76,75,63,72.0,61.0
Defender,K. Long,194146,38,29,74,60,26,53,38,55,58,32,50.0,35.0
Midfielder,A. Ragusa,198136,68,66,59,68,70,72,63,60,74,51,65.0,67.0
Forward,M. Waris,198420,62,67,66,71,63,72,55,59,71,50,66.0,69.0
Defender,S. Romagnoli,198857,33,39,75,54,30,52,38,51,52,27,45.0,40.0
Defender,D. Appiah,199191,61,33,58,61,34,59,60,56,63,44,59.0,39.0
Midfielder,J. Cabot,212947,66,70,38,65,54,75,55,55,71,50,60.0,66.0
Defender,S. Strandberg,190697,36,36,67,64,34,52,32,65,63,54,53.0,43.0
Forward,M. Ingvartsen,215247,62,76,69,63,73,73,77,53,74,46,63.0,75.0
Defender,P. Stojanović,225995,75,41,54,68,49,72,63,73,71,45,68.0,50.0
Defender,E. Goldaniga,223524,27,22,70,57,26,48,29,56,59,33,41.0,33.0
Goalkeeper,M. Schwäbe,224041,21,15,15,53,15,20,20,49,39,9,,
Defender,M. Bani,224378,22,18,70,62,17,50,20,57,54,17,42.0,18.0
Goalkeeper,J. Pollersbeck,224440,20,12,12,52,17,14,18,44,19,19,,
Goalkeeper,B. Kamara,224442,12,12,20,15,15,19,13,15,21,16,,
Midfielder,A. Bobichon,225855,63,67,55,75,68,74,76,69,73,77,72.0,73.0
Midfielder,K. Dowell,226401,64,68,53,73,58,73,68,68,73,71,70.0,68.0
Midfielder,P. Roberts,221982,65,64,44,73,52,78,66,63,77,49,68.0,64.0
Midfielder,P. Diop,226773,53,53,47,76,34,67,52,73,67,42,66.0,57.0
Midfielder,K. N'Doram,229011,49,42,68,70,41,69,50,68,70,29,60.0,48.0
Midfielder,Dalbert,229148,76,50,60,69,52,73,68,68,73,47,67.0,57.0
Defender,J. Duverne,229705,47,29,72,73,32,65,46,62,67,28,59.0,35.0
Defender,V. Nsimba,230019,67,55,46,66,49,66,66,59,66,42,63.0,59.0
Forward,G. Carrillo,215334,34,72,80,64,77,71,46,57,72,36,54.0,74.0
Defender,J. Hergault,222969,72,40,52,69,28,69,69,63,71,48,67.0,44.0
Midfielder,L. Haraslín,227562,66,63,59,67,58,72,68,66,72,54,66.0,62.0
Midfielder,A. Schöpf,220925,67,64,44,73,65,71,69,69,69,61,69.0,66.0
Midfielder,S. Khaoui,220029,70,68,45,71,59,75,73,70,73,71,70.0,68.0
Midfielder,E. Fernandes,215556,57,60,45,77,56,73,57,74,76,51,67.0,65.0
Defender,D. Machado,220837,70,57,63,68,43,72,40,60,68,32,63.0,56.0
Defender,R. Framberger,216282,61,41,54,64,40,50,38,51,63,40,56.0,41.0
Midfielder,T. Fosu,216483,67,67,39,66,44,72,54,63,71,47,64.0,64.0
Midfielder,Rober Ibáñez,219652,69,69,52,71,59,72,73,68,73,71,70.0,67.0
Defender,Saúl,219709,73,29,69,70,22,67,70,72,73,65,67.0,45.0
Defender,Chema Rodríguez,219777,48,55,70,67,72,54,36,67,68,33,57.0,59.0
Defender,Henrique,217821,61,47,54,70,30,68,34,66,71,37,61.0,45.0
Midfielder,F. Mattiello,220466,74,53,68,72,70,73,76,68,74,59,70.0,64.0
Forward,E. Torregrossa,220829,44,74,70,62,62,64,55,49,69,54,55.0,70.0
Defender,L. Venuti,220509,70,24,56,66,34,63,45,60,68,26,59.0,26.0
Midfielder,L. Palmiero,220529,63,61,56,78,63,73,70,73,77,72,72.0,63.0
Defender,N. Gyömbér,220061,34,24,78,57,29,46,20,53,55,20,42.0,31.0
Defender,S. Luperto,220534,65,45,71,67,45,56,47,58,63,42,60.0,55.0
Midfielder,Álex Blanco,245714,69,68,45,71,44,70,54,65,71,45,66.0,63.0
Midfielder,Monchu,241933,61,65,55,73,42,70,63,71,72,69,68.0,65.0
Midfielder,Moreto Cassamá,241071,56,51,54,75,59,72,65,73,73,56,68.0,57.0
Forward,E. Salcedo,241410,61,63,67,71,53,78,52,54,79,45,61.0,63.0
Midfielder,Toni Moya,241588,44,70,45,72,38,72,44,70,74,47,63.0,63.0
Defender,Rogério,241629,73,45,60,64,53,74,56,60,72,60,65.0,53.0
Goalkeeper,F. Dahmen,242818,14,8,12,40,5,25,13,37,30,12,,
Defender,J. Beyer,242660,60,29,62,68,31,59,37,53,66,35,57.0,34.0
Defender,P. Jaeckel,242958,35,25,67,61,33,39,31,56,61,37,51.0,33.0
Midfielder,J. Ekkelenkamp,243249,55,69,66,73,58,69,54,70,72,48,66.0,67.0
Midfielder,R. Kouamé,239894,62,46,63,73,37,70,54,71,73,40,67.0,52.0
Defender,M. Kilman,245336,54,36,68,69,36,62,45,64,66,39,59.0,42.0
Goalkeeper,L. Zidane,240311,12,8,12,22,6,10,14,15,14,11,,
Midfielder,Jeong Woo Yeong,239138,63,62,51,66,56,75,46,51,74,36,60.0,57.0
Midfielder,J. Moder,239778,61,66,56,72,48,68,68,69,70,69,68.0,70.0
Forward,S. Córdova,239747,37,69,65,62,68,70,63,50,69,40,54.0,69.0
Midfielder,S. Żurkowski,239732,59,58,51,69,51,66,60,68,69,48,66.0,62.0
Defender,G. Nyamsi,239575,32,24,69,65,27,43,40,46,62,29,48.0,33.0
Forward,A. Grbic,239432,52,70,71,58,67,65,58,42,70,72,54.0,72.0
Defender,J. Chabot,239340,33,21,74,58,36,47,31,48,56,30,44.0,27.0
Defender,A. Karazor,239096,39,35,70,69,27,56,42,65,64,31,57.0,36.0
Midfielder,C. Antwi-Adjei,239073,65,57,36,67,57,74,56,50,72,35,61.0,56.0
Midfielder,S. Vasiliadis,238637,59,59,46,71,42,72,45,68,72,56,66.0,61.0
Midfielder,A. Hrustić,237647,68,63,51,69,56,71,73,65,74,69,68.0,65.0
Defender,N. Katterbach,246666,63,40,53,70,31,74,41,54,73,31,59.0,40.0
Midfielder,D. Johnsen,237502,69,60,40,67,60,73,69,64,70,50,67.0,60.0
Midfielder,R. Sottil,246431,67,65,42,67,52,72,55,61,73,45,63.0,62.0
Forward,A. Broja,256268,40,73,65,65,62,72,53,47,70,36,53.0,68.0
Midfielder,Iván Martín,246928,69,65,39,70,59,71,60,66,71,62,69.0,60.0
Midfielder,Javi Martínez,255268,42,65,58,73,51,72,40,65,74,49,62.0,63.0
Defender,M. Wagué,237156,66,36,58,64,31,73,56,61,67,31,61.0,40.0
Midfielder,Cantero,262081,68,65,53,66,52,73,45,63,71,48,63.0,61.0
Forward,E. Wahi,260407,51,69,58,66,63,76,62,53,74,58,60.0,68.0
Midfielder,P. Sarr,259868,58,62,58,78,54,73,54,72,74,46,68.0,63.0
Midfielder,Rodri,259681,62,65,47,72,38,73,34,66,72,40,65.0,65.0
Midfielder,O. Bukari,258608,61,63,46,66,58,78,61,46,73,48,62.0,63.0
Midfielder,E. Matazo,258433,59,56,56,74,34,72,64,71,72,43,68.0,58.0
Midfielder,L. Gourna,257271,54,48,65,72,46,67,42,67,70,43,64.0,52.0
Forward,O. Marmoush,256675,41,71,65,70,61,77,58,52,74,48,59.0,68.0
Defender,Robson Bambu,256343,44,30,73,63,46,57,58,60,60,43,55.0,41.0
Defender,P. Hincapié,256197,47,23,67,72,25,54,55,70,64,32,58.0,27.0
Midfielder,N. Rovella,255001,52,40,42,75,40,72,65,70,74,64,68.0,49.0
Midfielder,P. Akouokou,246947,59,54,62,72,42,64,43,74,72,32,66.0,56.0
Forward,I. Ramírez,253718,38,77,72,65,65,55,38,46,62,25,50.0,73.0
Midfielder,F. Pellistri,253283,67,62,50,68,56,74,61,58,71,62,65.0,63.0
Midfielder,J. Chotard,252541,69,51,56,74,40,74,65,70,73,57,71.0,54.0
Defender,Franquesa,252146,65,61,69,71,32,63,42,54,66,35,60.0,52.0
Forward,Fábio Silva,252037,41,72,62,48,70,73,52,38,72,31,46.0,70.0
Midfielder,Y. Demir,251873,65,69,43,66,56,78,68,58,79,58,65.0,66.0
Defender,Nuno Tavares,251530,74,34,54,64,44,71,73,50,73,55,64.0,52.0
Midfielder,F. Kunze,251429,44,37,72,66,32,54,34,60,63,32,55.0,38.0
Midfielder,T. Coulibaly,251401,69,63,38,67,59,80,68,47,75,41,62.0,57.0
Midfielder,P. Ciss,250858,48,45,74,66,32,48,33,62,62,30,57.0,51.0
Defender,S. Arzamendia,248053,69,51,40,68,37,64,56,69,70,60,61.0,57.0
Forward,A. Connolly,237286,40,70,66,65,67,69,32,42,72,39,50.0,70.0
Defender,P. Stenzel,229584,64,55,63,74,39,64,62,69,67,35,65.0,59.0
Goalkeeper,O. Christensen,236758,10,5,9,45,5,16,16,49,19,11,,
Goalkeeper,Rubén Yáñez,219836,15,13,20,27,19,16,20,22,14,15,,
Defender,S. Gregersen,216730,35,38,66,53,41,39,48,46,54,38,46.0,44.0
Goalkeeper,A. Werner,215213,14,19,15,25,12,13,20,19,23,15,,
Midfielder,Gumbau,214944,48,60,68,77,46,64,64,75,74,62,68.0,64.0
Midfielder,L. Baker,211504,70,62,58,72,71,70,74,71,73,73,71.0,67.0
Forward,C. Jean,211239,73,69,63,70,69,71,68,64,73,59,69.0,70.0
Midfielder,R. Azeez,211231,56,51,53,68,50,66,53,67,67,46,63.0,59.0
Defender,R. Fiamozzi,210880,66,49,42,68,33,63,52,68,63,41,62.0,49.0
Defender,J. Jeanvier,209840,39,30,70,62,30,45,44,52,58,39,49.0,35.0
Defender,J. Brenet,209818,67,36,65,68,35,71,30,61,67,31,61.0,36.0
Goalkeeper,D. Bachmann,209532,14,17,12,37,16,14,18,39,27,20,,
Defender,J. Giraudon,208862,49,29,72,71,34,54,46,69,65,33,58.0,36.0
Goalkeeper,B. Uphoff,206145,11,8,12,36,9,10,7,22,22,11,,
Forward,K. Coulibaly,206141,62,69,70,68,68,66,46,50,68,39,60.0,70.0
Midfielder,J. Dezi,206042,54,69,52,71,53,69,55,70,72,58,66.0,66.0
Midfielder,P. Klement,205086,76,62,49,73,58,73,79,75,72,79,75.0,66.0
Forward,Thiago Galhardo,203344,35,79,74,62,64,73,40,33,67,39,47.0,74.0
Midfielder,V. Pajot,198836,65,52,71,75,47,69,56,71,70,54,70.0,58.0
Forward,A. Ujah,198554,48,70,79,60,59,69,54,53,65,43,54.0,70.0
Midfielder,S. Alzate,236529,65,62,45,73,50,76,61,67,73,22,67.0,59.0
Defender,J. Sala,197777,70,50,60,70,68,68,67,66,72,66,68.0,60.0
Forward,D. Falcinelli,193077,32,71,70,64,65,70,45,54,72,33,52.0,69.0
Goalkeeper,V. Mannone,179547,11,16,14,48,15,15,12,33,24,15,,
Defender,F. Peluso,178418,68,41,76,62,31,59,69,62,60,47,58.0,49.0
Goalkeeper,J. Ruddy,163600,14,7,12,25,11,11,13,23,23,13,,
Goalkeeper,G. Pegolo,106795,13,18,15,35,16,11,11,21,20,18,,
Goalkeeper,L. Lezzerini,219584,13,13,12,31,17,14,15,22,24,14,,
Goalkeeper,M. Gillespie,198039,13,16,11,34,12,17,12,35,29,15,,
Defender,A. Ferrari,219852,58,12,70,58,49,60,50,56,65,30,51.0,32.0
Defender,L. Klünter,229487,65,49,70,67,25,66,38,63,68,29,60.0,44.0
Midfielder,Álvaro Jiménez,235623,68,66,48,66,69,69,74,62,67,49,66.0,67.0
Goalkeeper,Aarón,220383,20,15,24,27,19,19,25,31,22,18,,
Defender,A. Sedlar,234933,33,43,65,64,25,31,24,56,58,22,49.0,40.0
Midfielder,A. Reca,234760,69,56,62,66,48,73,51,60,70,45,64.0,57.0
Defender,J. Sørensen,233705,56,55,63,66,64,63,63,62,68,42,61.0,55.0
Defender,R. van Drongelen,233097,46,20,73,63,35,47,44,63,58,50,56.0,25.0
Midfielder,S. Ghoddos,231949,67,70,64,72,68,69,65,64,73,78,69.0,72.0
Midfielder,Q. Boisgard,231848,68,63,48,76,60,74,64,73,71,69,72.0,63.0
Defender,C. Traoré,231098,60,24,63,58,29,64,37,57,66,40,54.0,33.0
Midfielder,J. Makengo,230686,69,62,69,76,69,73,66,70,73,61,70.0,66.0
Midfielder,A. Dioussé,230144,50,34,60,75,36,73,63,72,74,45,67.0,46.0
Forward,D. Okereke,233732,43,73,68,68,56,74,40,33,70,31,54.0,67.0
Defender,M. Udol,229236,66,42,71,68,35,68,47,61,70,50,62.0,42.0
Defender,K. Adams Nuhu,225673,42,36,70,66,59,53,45,66,59,31,54.0,42.0
Midfielder,S. Becker,223790,70,66,54,63,59,72,64,58,69,49,62.0,67.0
Forward,I. Success,222634,73,67,64,67,57,76,56,55,75,54,64.0,68.0
Defender,Y. Koné,222160,71,42,57,67,37,71,65,53,70,42,63.0,46.0
Midfielder,N. Haas,225117,64,52,59,75,50,69,60,72,71,57,70.0,58.0
Goalkeeper,V. Milinković-Savić,224836,18,20,12,31,16,15,55,30,18,59,,
Defender,R. Oxford,225908,34,22,68,66,36,52,44,57,58,36,53.0,33.0
Forward,C. Teuchert,226050,62,72,65,65,61,77,57,55,71,37,58.0,68.0
Defender,Diego González,227106,71,25,68,63,33,59,59,65,60,34,59.0,32.0
Midfielder,F. Passlack,228080,69,58,44,72,53,70,69,63,71,63,67.0,60.0
Defender,Brian Oliván,228326,67,55,59,62,51,68,71,59,69,41,59.0,56.0
Forward,M. Klimowicz,251243,57,60,33,69,59,78,60,63,74,49,64.0,58.0
Midfielder,K. Koné,250723,59,55,61,72,44,77,52,65,76,47,66.0,57.0
Defender,L. Kilian,248878,48,36,70,70,29,44,31,58,58,35,56.0,37.0
Defender,A. Hickey,248808,68,45,62,65,56,66,62,68,68,40,65.0,50.0
Defender,J. Ngakia,247623,59,26,57,63,29,67,34,48,64,25,50.0,28.0
Midfielder,C. Oliva,247076,59,51,59,76,43,65,60,69,72,47,68.0,59.0
Midfielder,Jaume Grau,246918,69,49,58,74,49,63,51,72,69,40,68.0,55.0
Defender,M. Suárez,246387,67,32,64,66,29,61,44,58,64,50,59.0,43.0
Goalkeeper,Iñaki Peña,246139,10,6,11,26,5,12,12,24,21,12,,
Defender,M. Bauer,245347,31,22,68,62,31,41,32,56,54,24,47.0,26.0
Forward,Andrés Martín,246044,65,71,63,72,67,68,55,66,69,43,65.0,69.0
Defender,L. Binks,245900,35,23,66,63,28,48,30,59,63,33,49.0,29.0
Midfielder,Rober,245894,66,68,49,66,39,74,45,60,70,65,63.0,66.0
Midfielder,J. Shackleton,245715,66,47,44,74,31,71,48,70,71,38,67.0,46.0
Forward,Hugo Duro,243032,31,74,62,56,64,71,38,34,74,27,44.0,69.0
Defender,L. Czyborra,244840,67,32,48,62,30,68,69,56,69,66,60.0,48.0
Goalkeeper,K. Scherpen,243675,11,9,10,26,8,12,12,25,17,13,,
Defender,L. Perrin,243449,38,28,74,67,18,49,28,54,60,30,49.0,35.0
Midfielder,K. Agudelo,243253,62,62,48,71,50,73,56,67,73,42,66.0,61.0
Midfielder,H. Bockhorn,252014,68,62,59,67,41,68,61,64,69,28,63.0,60.0
Defender,L. Brassier,251380,54,30,70,64,27,63,38,54,67,40,56.0,36.0
Midfielder,Miguel Baeza,258271,72,68,46,77,41,69,68,76,71,37,72.0,63.0
Midfielder,T. Pobega,252060,51,69,65,72,59,66,55,69,71,54,64.0,67.0
Defender,D. Nemeth,252317,27,24,68,56,27,29,28,57,41,22,43.0,29.0
Defender,Igor,241585,24,22,57,65,27,44,32,52,57,25,49.0,31.0
Defender,Matheus Thuler,262908,29,26,71,59,32,45,38,39,58,27,43.0,33.0
Defender,Guilherme Ramos,262869,29,30,69,62,32,35,31,51,49,32,46.0,33.0
Midfielder,I. Sissokho,261306,53,49,61,67,39,64,42,66,65,42,61.0,53.0
Forward,Kaio Jorge,260644,44,73,64,66,62,76,47,51,71,40,52.0,68.0
Defender,Juan Iglesias,260178,65,36,68,63,37,59,42,38,63,40,54.0,37.0
Forward,M. Hoppe,259751,36,72,60,61,64,68,76,52,65,34,52.0,69.0
Defender,S. Sow,259119,43,38,70,64,28,59,52,59,63,27,54.0,41.0
Midfielder,Jofre Carreras,258949,64,65,60,64,60,76,55,55,72,50,60.0,65.0
