Positions,sofifa_id,short_name,Diving,Handling,Kicking,Positioning,Reflexes,Speed,ShortPassing,LongPassing
Forward,239666,T. Müsel,13,13,8,8,8,,64,50
Defender,239051,J. Albert,6,13,9,14,8,,56,33
Midfielder,238473,E. Mašović,5,5,8,13,5,,61,57
Goalkeeper,234858,M. Funk,61,59,61,59,62,39.0,20,17
Goalkeeper,233691,M. Adamonis,64,64,54,58,60,21.0,20,20
Forward,247388,A. Buksa,10,14,5,15,8,,52,38
Defender,245628,A. Abqar,9,10,11,12,9,,50,45
Forward,248228,V. De Baunbag,9,11,13,8,12,,61,45
Forward,252916,Nacho Ramón,13,14,14,6,13,,48,32
Defender,248559,L. Pétrot,15,8,7,11,7,,42,34
Midfielder,257171,N. Fatar,12,10,15,10,11,,57,58
Midfielder,257112,R. Saïd,6,7,5,13,6,,57,39
Forward,256853,M. Tillman,9,11,11,12,9,,57,40
Defender,256801,A. Kamardin,9,14,8,14,14,,53,44
Midfielder,255577,Dani Plomer,13,15,12,14,10,,62,57
Midfielder,252975,B. Traoré,12,10,15,11,11,,68,69
Defender,256058,Pablo Pérez,8,11,8,11,9,,49,48
Defender,252302,Y. Larouci,11,10,8,6,7,,54,49
Goalkeeper,252241,D. Rouyard,62,60,60,57,63,26.0,26,24
Midfielder,252059,S. Abdul Samed,11,14,8,11,7,,66,60
Forward,251603,K. Piscopo,8,10,8,11,14,,56,45
Forward,251349,T. Baeten,10,9,6,11,15,,50,32
Forward,248674,L. Munteanu,14,7,9,9,7,,57,48
Midfielder,262096,A. Miller,10,8,8,6,7,,45,43
Defender,260241,J. Lang,8,14,11,6,9,,36,33
Midfielder,261616,Q. Merlin,11,11,12,10,9,,68,61
Midfielder,261336,J. Philogene-Bidace,8,6,8,12,13,,59,58
Midfielder,261202,N. Chadli,5,11,5,13,7,,55,46
Goalkeeper,261170,O. Ba,62,54,63,62,62,22.0,18,22
Goalkeeper,260969,Pablo Picón,58,63,62,60,58,26.0,15,21
Midfielder,260778,F. Tongya,9,11,9,7,5,,69,66
Defender,258529,V. Daley-Campbell,11,11,13,8,13,,52,47
Forward,260084,M. Pagliuca,13,6,11,10,5,,55,46
Midfielder,260083,John Donald,14,6,11,10,5,,59,58
Defender,259721,F. Tripi,8,6,11,13,12,,60,55
Forward,259424,Salazar,13,9,8,13,10,,55,42
Forward,259335,E. Gedikli,15,10,11,7,9,,55,33
Midfielder,259324,T. Suengchitthawon,13,15,9,11,8,,61,60
Goalkeeper,258641,O. Bosworth,63,60,60,60,65,50.0,26,17
Midfielder,263150,J. Meyer,8,6,14,13,9,,63,54
Forward,262641,D. Touré,15,6,12,10,10,,49,33
Defender,264561,J. Norris,10,9,12,7,14,,55,53
Midfielder,263168,T. Onyango,15,6,7,6,9,,69,69
Defender,264172,Carmona,9,6,12,7,11,,50,25
Forward,264590,N. Koffi,7,13,11,9,5,,56,47
Midfielder,258139,Raúl Moro,7,14,11,6,9,,57,41
Midfielder,264245,K. Mizuta,12,8,8,14,7,,54,43
Defender,264237,Joseda,10,7,8,6,6,,60,62
Defender,264189,M. Paskotsi,15,6,13,12,14,,51,47
Midfielder,264175,Pedro Ortiz,10,11,9,9,6,,65,60
Forward,264173,Iván Romero,10,9,8,5,15,,55,32
Defender,264121,A. Tsoungui,13,8,12,12,12,,39,28
Midfielder,263330,W. Lgharbi,9,9,9,9,8,,69,66
Midfielder,264094,Carlos Beitia,15,12,13,15,5,,61,63
Midfielder,264027,S. Delaye,11,6,5,13,14,,66,62
Defender,263908,B. Locko,13,11,7,9,12,,42,30
Defender,263647,G. Altare,15,11,6,7,10,,43,34
Midfielder,263603,O. Targhalline,6,7,5,9,8,,66,63
Midfielder,263602,B. Nadir,8,12,7,7,13,,67,62
Defender,263442,Y. M'Bemba,14,9,8,11,10,,59,46
Midfielder,258330,M. Cissé,8,13,8,9,11,,57,39
Goalkeeper,194894,F. Rossi,62,60,62,58,60,22.0,17,12
Forward,258041,Novoa,15,9,14,7,10,,50,42
Defender,243513,G. Corbo,15,5,12,7,6,,50,40
Goalkeeper,248766,M. Barcola,62,57,53,61,63,24.0,25,24
Defender,247533,J. Boyer,7,6,7,7,8,,53,39
Midfielder,247166,J. Olayinka,5,10,6,9,8,,61,57
Midfielder,246877,G. Gaetano,12,12,14,10,11,,61,55
Midfielder,245994,A. Gomez Mancini,13,15,14,8,9,,63,60
Midfielder,245780,F. Schwarzholz,7,5,8,7,9,,65,63
Midfielder,244087,R. Rösch,13,10,15,11,11,,63,49
Forward,243278,R. Cassidy,10,9,14,12,10,,54,40
Defender,251569,Joel López,10,14,11,12,9,,45,36
Midfielder,242454,M. Čović,5,13,7,7,8,,60,51
Midfielder,241160,G. McEachran,8,14,7,10,5,,67,62
Goalkeeper,257638,L. Philipp,60,58,56,59,63,26.0,26,22
Midfielder,237825,N. Kirby,13,7,6,8,10,,63,61
Forward,236849,D. Ceter,12,7,14,6,14,,42,20
Defender,209784,J. Phojo,16,12,7,15,11,,68,60
Goalkeeper,205727,J. Furlan,59,57,55,59,61,45.0,27,26
Goalkeeper,251369,O. Djoco,63,60,63,58,61,27.0,21,20
Goalkeeper,239203,G. Coudert,62,56,58,58,62,29.0,22,26
Midfielder,251855,W. Taïbi,11,13,11,9,7,,68,67
Defender,255932,L. Lacroix,11,15,10,9,12,,55,45
Defender,252440,N. Zortea,7,11,6,7,9,,36,29
Midfielder,257630,K. Horváth,7,13,14,8,8,,60,57
Forward,257254,M. Thompson,10,8,13,12,8,,57,38
Midfielder,257247,C. Watts,12,15,8,7,15,,68,64
Midfielder,257042,U. Bertelli,9,10,10,11,11,,70,59
Midfielder,256610,D. Hoogewerf,12,5,8,14,6,,56,44
Defender,256500,N. Collins,12,8,8,10,8,,45,36
Midfielder,257306,C. Souaré,10,7,7,14,6,,70,63
Midfielder,255391,E. Pizzuto,5,13,6,15,12,,67,57
Midfielder,254807,K. Baah,10,6,14,7,14,,52,47
Midfielder,254480,L. Egloff,11,8,15,10,5,,64,55
Defender,253969,L. Hjelde,10,13,11,9,8,,58,53
Midfielder,253474,N. Tauer,12,6,11,9,11,,67,63
Midfielder,255125,A. Ounahi,14,13,6,8,7,,64,57
Goalkeeper,253216,Adrián,57,58,64,62,60,28.0,17,22
Midfielder,261241,M. Ibrahimi,14,12,8,14,14,,55,42
Defender,263114,M. Elimbi,13,15,9,13,12,,44,34
Midfielder,261745,L. Günther,13,13,14,9,11,,42,40
Midfielder,261528,M. Obuz,14,6,9,15,8,,56,51
Defender,261517,M. Bondswell,6,12,13,7,11,,55,58
Midfielder,261428,J. Michelbrink,11,9,8,5,12,,60,58
Forward,260554,L. Hartwig,10,14,13,7,7,,51,32
Defender,261224,Hugo Bueno,9,12,13,6,11,,48,35
Midfielder,260195,John Patrick,11,14,12,7,6,,55,50
Forward,260191,M. Niang,15,15,10,11,11,,46,31
Midfielder,260157,M. Haygarth,12,6,8,10,12,,54,41
Midfielder,263353,E. Uhlmann,12,10,13,15,9,,66,57
Goalkeeper,263116,L. Rieß,62,57,59,57,62,30.0,27,26
Midfielder,264222,F. Rüth,15,9,5,6,7,,61,58
Defender,263354,J. Pfennig,7,12,14,5,8,,43,35
Goalkeeper,263441,L. Bonelli,61,58,56,61,60,40.0,23,23
Midfielder,263522,J. Sarmiento,12,9,13,14,12,,53,48
Midfielder,263949,S. Fofana,15,5,10,9,9,,59,55
Midfielder,264033,N. Sow,9,12,14,9,14,,61,54
Midfielder,264059,R. Bourlès,8,14,6,14,5,,69,73
Defender,264141,O. Offiah,14,15,9,7,13,,36,30
Defender,264223,N. König,13,13,6,11,13,,49,42
Midfielder,264246,T. Rupil,8,8,14,6,10,,62,59
Midfielder,264247,B. Bobzien,14,15,14,9,8,,54,50
Midfielder,264506,J. Smith,15,15,6,6,5,,63,58
Defender,259766,F. Stevens,10,11,6,11,14,,56,55
Forward,260115,P. Yeboah,7,5,10,9,9,,53,43
Defender,235808,J. Bedeau,10,6,7,14,8,,55,49
Midfielder,259165,J. Wosz,9,7,6,8,5,,65,59
Midfielder,254279,E. Sadiku,10,5,10,8,13,,58,54
Defender,258805,H. Ashby,6,11,7,14,13,,46,40
Defender,237612,F. Delli Carri,10,9,6,14,12,,48,48
Midfielder,242436,J. Russell,8,10,10,10,15,,64,60
Midfielder,246100,K. Askildsen,9,12,7,10,8,,65,60
Defender,246154,L. McCarron,11,14,14,12,7,,59,48
Midfielder,246592,Algobia,9,15,7,12,10,,64,60
Defender,247248,M. Mbow,6,5,14,14,5,,44,30
Midfielder,250931,P. Osterhage,12,5,12,6,6,,65,61
Midfielder,251439,T. Thomas,10,8,7,14,8,,66,63
Midfielder,251625,U. Eneme-Ella,13,10,8,9,12,,59,53
Defender,252078,S. Loric,9,11,12,8,9,,43,41
Midfielder,253729,A. Okoflex,13,8,5,9,15,,52,40
Defender,240570,S. Sissoko,8,7,6,14,11,,61,60
Defender,254995,T. Tamas,12,10,10,8,11,,40,36
Defender,257238,C. Wiggett,7,12,8,10,6,,31,32
Midfielder,255312,S. Banks,14,12,6,12,7,,58,54
Goalkeeper,258555,D. van den Heuvel,61,59,61,56,59,20.0,32,29
Goalkeeper,257637,D. Klein,60,58,56,55,60,23.0,26,24
Defender,257239,J. Brooking,8,12,8,13,9,,41,33
Defender,258457,K. Boma,10,13,6,15,8,,56,42
Midfielder,257217,G. Cangiano,11,8,10,9,7,,54,49
Defender,256743,A. Sylla,14,7,9,8,12,,53,38
Midfielder,256728,Santiago Eneme,6,10,13,7,7,,58,53
Midfielder,255611,D. Maldini,12,12,14,13,14,,66,58
Midfielder,255363,H. Wise,8,9,7,6,7,,69,69
Forward,260863,W. Suzuki,11,6,15,6,7,,61,58
Defender,263352,D. Lelle,13,7,8,8,12,,39,36
Midfielder,260924,J. Frommann,7,12,12,9,10,,61,61
Midfielder,260927,K. Chauke,15,5,6,9,8,,60,57
Forward,261007,R. Werthmüller,11,9,7,11,6,,52,40
Goalkeeper,262069,Y. Pandor,61,58,54,57,58,20.0,22,14
Midfielder,262632,V. Cherny,6,7,6,15,15,,64,56
Goalkeeper,262708,T. Malbec,60,62,60,58,59,23.0,25,32
Midfielder,263155,B. Klefisch,11,9,8,12,6,,68,64
Goalkeeper,263171,V. Lesieur,56,59,67,60,61,18.0,18,27
Goalkeeper,263272,P. Schulze,60,54,57,54,62,26.0,21,15
Defender,264338,D. Schmidt,8,9,7,12,9,,52,50
Forward,263572,N. Nadje,15,13,6,7,5,,49,40
Defender,264097,Alex Rodríguez,14,15,11,10,15,,43,25
Defender,264098,A. Akurugu,5,10,10,5,10,,49,31
Midfielder,264120,A. Moran,12,15,14,13,15,,57,57
Defender,264209,L. Bogarde,9,10,11,13,10,,58,56
Defender,264421,T. Small,5,6,13,11,13,,38,33
Defender,264437,A. Mbengue,11,9,5,6,12,,38,27
Goalkeeper,264460,P. Zovko,55,59,60,55,66,21.0,19,17
Midfielder,264512,A. Camblan,10,7,14,7,10,,65,61
Defender,258931,H. Roberts,14,14,12,13,12,,60,51
Midfielder,260016,D. Berisha,11,9,12,6,13,,58,49
Midfielder,255755,J. de Vries,9,14,10,7,8,,59,50
Forward,258930,C. Archer,5,6,12,6,14,,53,45
Goalkeeper,251345,A. Mair,59,57,56,56,58,45.0,27,27
Forward,233368,R. Harker,9,11,14,12,13,,49,33
Defender,243279,L. Gordon,9,14,8,12,8,,49,42
Midfielder,243818,M. Sangare,13,12,10,12,5,,60,58
Goalkeeper,244090,L. Schaffran,62,61,59,56,56,28.0,16,22
Midfielder,258689,Diego Bri,10,10,5,6,11,,59,56
Midfielder,246349,D. Markanday,14,14,7,8,11,,54,50
Goalkeeper,247289,Bruno Bertinato,59,58,56,50,59,19.0,15,21
Defender,248472,M. Lavinier,10,10,7,13,7,,50,34
Goalkeeper,251298,O. Hanin,62,52,54,55,63,34.0,25,23
Goalkeeper,251332,R. Bouallak,57,56,55,61,60,20.0,28,23
Forward,246092,A. Reghba,13,12,13,13,6,,57,51
Midfielder,251407,J. Young,7,7,12,6,14,,64,61
Midfielder,255474,M. Helm,11,10,6,13,9,,58,57
Goalkeeper,251453,D. Langley,59,58,54,59,58,25.0,24,21
Goalkeeper,257082,M. Liesegang,58,57,56,54,60,40.0,17,25
Defender,256449,Christian Marques,15,15,7,11,7,,54,53
Midfielder,258313,F. Schneider,15,14,12,12,10,,63,59
Midfielder,253475,M. Papela,7,9,15,11,14,,60,63
Midfielder,253120,B. Kone,5,5,11,7,13,,50,46
Midfielder,254113,C. Campbell,11,11,12,7,7,,57,54
Goalkeeper,257142,L. Margueron,59,56,61,57,62,20.0,26,22
Forward,263110,I. Baldé,10,6,10,10,9,,41,27
Goalkeeper,259430,Marcelo Pitaluga,60,50,52,56,64,34.0,27,23
Defender,260079,M. Bruns,7,6,15,9,9,,44,33
Defender,261640,J. Baptiste,11,14,13,13,7,,50,48
Midfielder,262988,G. Gürpüz,15,11,10,10,12,,65,59
Midfielder,263038,M. Pečar,6,11,9,14,9,,59,56
Defender,263963,O. Olufunwa,11,15,12,9,11,,48,39
Midfielder,263162,J. Montes,5,14,7,10,9,,58,58
Forward,264039,L. Dobbin,7,13,6,6,6,,56,42
Midfielder,264180,A. Devine,8,7,13,12,13,,67,62
Midfielder,264194,J. Castrop,11,14,14,8,12,,65,49
Midfielder,264213,G. Walther,11,10,8,7,13,,55,51
Midfielder,264410,H. Lindley,10,12,10,6,15,,59,57
Forward,258748,C. Chukwuemeka,10,12,13,10,11,,53,41
Goalkeeper,243711,T. Callens,63,58,55,56,58,17.0,15,28
Forward,256884,J. Rahou,13,6,9,5,8,,60,61
Midfielder,251301,J. Albrecht,11,6,12,14,6,,63,59
Midfielder,256506,F. Clarke,10,11,11,6,11,,62,58
Defender,240867,A. Alese,14,6,14,10,6,,47,41
Midfielder,242787,E. Dixon-Bonner,11,7,5,6,15,,61,56
Defender,243848,B. Lyons-Foster,6,10,9,8,6,,50,30
Defender,250866,M. Boyes,6,5,7,10,6,,52,42
Midfielder,243391,Iker Pozo,9,10,9,7,13,,62,61
Midfielder,251386,C. Bombo,14,10,8,8,12,,65,56
Midfielder,251648,E. Iversen,13,13,11,5,10,,59,58
Defender,253429,T. Clayton,6,14,8,12,6,,50,42
Forward,253971,T. Dickson-Peters,13,7,6,12,14,,44,35
Defender,254588,B. Koumetio,14,11,6,14,9,,48,40
Midfielder,255927,D. Pecile,14,12,6,12,15,,65,64
Midfielder,258721,M. Torlak,7,12,7,13,12,,56,52
Defender,264505,O. Dodgson,6,11,13,9,9,,48,40
Defender,264343,J. Schröder,15,6,13,7,6,,51,41
Midfielder,264342,G. Schäfer,13,7,6,11,10,,54,44
Midfielder,264293,H. Diarra,8,12,7,7,8,,65,56
Goalkeeper,263315,L. Schulz,57,60,57,54,56,20.0,20,20
Goalkeeper,262939,A. Schulz,51,54,55,52,62,26.0,21,28
Defender,262045,W. Mikelbrencis,14,9,7,11,10,,42,37
Defender,260710,E. Kratzer,13,7,8,14,8,,53,46
Defender,264411,S. Swinkels,14,10,6,10,13,,46,33
Goalkeeper,258688,Lluis Andreu,55,58,55,59,53,25.0,17,18
Midfielder,252480,M. Pochettino,11,10,6,10,13,,52,52
Midfielder,251371,N. Jaby,11,10,14,9,12,,62,55
Defender,248711,A. Tchaptchet,7,10,14,8,12,,39,36
Midfielder,248473,P. Ekwah Elimby,14,14,15,12,8,,55,52
Defender,248469,D. Simeu,14,12,8,9,8,,47,38
Goalkeeper,239510,M. Köbbing,61,57,52,51,56,32.0,28,27
Midfielder,234571,Mésaque Djú,7,13,7,9,10,,48,35
Goalkeeper,255014,T. Bartouche-Selbonne,60,55,54,53,61,27.0,20,19
Midfielder,256620,L. Gibbs,7,8,5,15,10,,57,56
Goalkeeper,263887,J. Urbig,56,55,54,53,59,32.0,23,28
Midfielder,263459,M. Camara,8,10,7,9,9,,64,65
Goalkeeper,262322,N. Noll,54,55,59,52,55,27.0,17,24
Midfielder,260929,R. Finnigan,11,14,14,12,7,,61,60
Goalkeeper,258928,V. Sinisalo,57,54,57,51,60,24.0,17,17
Midfielder,261032,J. Hodge,12,8,5,15,8,,58,55
Forward,256392,A. Kuol,11,14,12,11,15,,39,31
Defender,253483,S. McClelland,10,9,5,12,10,,42,37
Midfielder,248694,I. Karamoko,9,15,10,10,11,,63,62
Goalkeeper,247656,P. Grave,55,56,50,55,61,22.0,19,19
Midfielder,247622,Bernardo Rosa,12,14,6,9,14,,57,53
Goalkeeper,235806,G. Satalino,51,55,48,56,56,21.0,28,22
Forward,256353,Z. Emmerson,7,13,9,6,6,,57,39
Midfielder,254819,K. Urbański,12,12,10,10,6,,55,46
Goalkeeper,262931,T. Ernst,56,55,49,51,54,27.0,22,32
Goalkeeper,261375,L. Bergström,57,55,56,50,56,23.0,27,28
Goalkeeper,259973,P. Boer,57,59,58,49,59,29.0,19,24
Forward,258532,C. Carty,15,10,14,7,9,,48,41
Midfielder,253461,L. Cundle,14,12,6,6,13,,57,57
Defender,251590,L. Richards,14,5,15,12,6,,52,50
Defender,248569,J. Furlong,12,8,9,10,14,,50,51
Goalkeeper,242983,J. McCracken,55,56,57,56,55,32.0,22,25
Defender,240799,D. Zappella,5,13,12,13,14,,32,23
Defender,240866,R. Hannam,9,14,8,7,14,,47,39
Defender,256556,B. Chrisene,5,6,10,9,12,,55,53
Midfielder,251516,O. Ashley,12,6,14,13,11,,55,52
Goalkeeper,263399,M. Nazaretian,58,57,47,42,54,27.0,29,29
Defender,244507,P. Estrada,9,9,12,6,7,,53,52
Goalkeeper,245130,O. Webber,53,52,49,47,54,24.0,15,23
