Positions,sofifa_id,short_name,Physic,Defending,Reactions,Aggression,Interceptions,Positioning,Composure,MarkingAwareness,StandingTackle,SlidingTackle,Jumping,Strength
Defender,208335,L. Kübler,66.0,71.0,70,71,72,46,61,73,74,74,72,63
Defender,208459,M. Dijks,77.0,71.0,73,78,70,61,73,71,74,70,32,88
Defender,209937,Quini,62.0,69.0,66,61,68,65,62,65,75,73,53,63
Defender,210320,I. Mbaye,67.0,71.0,67,75,71,60,65,72,72,72,52,64
Midfielder,210450,A. Touré,80.0,74.0,54,75,77,32,53,76,77,74,32,88
Midfielder,239441,Jordi Mboula,63.0,32.0,60,39,24,63,71,32,30,28,51,71
Forward,237631,L. Mothiba,69.0,27.0,69,55,24,76,75,32,15,12,71,74
Midfielder,238072,E. Löwen,85.0,70.0,74,82,66,63,63,71,73,65,62,89
Forward,238196,A. Sigurðsson,62.0,41.0,68,57,42,70,64,45,39,32,69,59
Midfielder,238504,A. Bassi,61.0,49.0,66,59,51,66,68,41,53,51,57,56
Defender,239322,C. Zimmermann,80.0,72.0,67,74,71,31,70,70,73,74,70,88
Midfielder,239367,R. Hack,51.0,33.0,66,38,29,70,65,33,31,29,39,45
Midfielder,240787,H. Traorè,59.0,56.0,70,55,46,64,66,59,57,60,73,55
Forward,239964,E. Shomurodov,69.0,37.0,57,55,34,70,60,32,33,30,61,76
Goalkeeper,240091,G. Vicario,,,62,17,15,8,55,23,11,13,48,52
Defender,240099,K. Rüegg,78.0,65.0,68,77,63,67,71,65,67,67,70,79
Midfielder,240507,A. Gomes,58.0,40.0,67,53,37,69,71,36,41,35,56,58
Midfielder,240661,E. Vignato,48.0,39.0,61,39,30,63,66,43,37,35,53,42
Defender,240671,Y. Çetin,71.0,72.0,68,72,71,30,68,70,74,74,71,78
Midfielder,237386,K. Dewsbury-Hall,66.0,63.0,69,64,65,63,62,62,67,60,60,63
Defender,237522,Jorge Cuenca,67.0,72.0,72,71,74,21,57,70,72,71,74,67
Midfielder,234889,F. Jensen,70.0,51.0,67,64,41,69,72,49,57,56,69,74
Midfielder,236830,Z. Youssouf,71.0,64.0,64,72,68,68,70,64,67,61,65,70
Midfielder,234333,M. Maolida,58.0,24.0,69,39,24,70,68,21,17,21,65,64
Defender,240988,D. Vavro,77.0,70.0,58,75,68,48,67,70,70,69,71,85
Forward,232207,I. Šaponjić,66.0,31.0,70,47,31,73,66,18,33,24,71,77
Forward,233139,C. Itten,74.0,36.0,67,59,29,73,65,28,35,36,78,81
Defender,233409,R. Gumny,66.0,67.0,63,41,68,59,64,69,71,68,66,70
Defender,233812,A. Lucoqui,71.0,68.0,64,75,66,64,58,68,71,72,67,67
Midfielder,233943,Ronaldo Vieira,75.0,67.0,67,80,68,58,71,66,71,68,67,72
Defender,234727,T. Hübers,71.0,72.0,67,70,74,42,63,72,73,72,69,78
Forward,236621,P. Hamel,63.0,28.0,68,32,24,78,64,22,20,24,88,70
Forward,234875,L. Höler,78.0,40.0,76,70,33,76,59,40,38,29,80,80
Defender,231749,Miguelón,66.0,66.0,70,66,66,60,62,67,67,66,71,63
Goalkeeper,235413,R. Majecki,,,68,41,23,11,43,8,24,25,37,61
Midfielder,235824,T. Alarcón,75.0,69.0,63,78,74,53,68,64,73,66,74,75
Defender,236316,Y. Valery,73.0,70.0,68,75,72,59,64,68,74,69,69,71
Midfielder,236368,G. Maggiore,67.0,64.0,73,65,70,62,70,58,69,67,64,65
Defender,240947,T. Mitchell,65.0,71.0,69,74,70,52,59,74,74,71,57,60
Midfielder,246350,E. Le Fée,46.0,56.0,64,49,60,73,74,54,59,58,64,34
Defender,241070,N. Maraš,75.0,72.0,64,71,66,28,68,72,73,76,80,77
Defender,254470,L. Thomas,67.0,67.0,68,72,68,69,58,69,67,64,72,59
Defender,250954,C. Richards,73.0,71.0,62,65,69,38,61,65,75,71,90,75
Forward,252042,João Pedro,57.0,22.0,71,29,14,73,70,17,19,14,53,63
Midfielder,252293,I. Jakobs,69.0,61.0,68,65,64,64,62,60,60,63,54,67
Defender,252961,T. Nianzou,74.0,71.0,65,70,69,36,65,70,73,68,77,77
Midfielder,253036,N. Mbuku,49.0,34.0,60,41,29,64,64,32,34,35,39,48
Midfielder,253177,Y. Musah,68.0,57.0,57,59,59,70,63,58,57,58,64,70
Forward,254544,Reinier,65.0,43.0,68,60,31,68,74,42,47,40,54,67
Defender,248484,N. Collins,75.0,71.0,65,71,71,24,63,70,73,70,72,78
Midfielder,254660,J. Thielmann,64.0,40.0,71,69,38,67,56,44,30,38,69,55
Forward,255223,A. Adli,52.0,35.0,64,36,24,70,68,34,35,35,41,53
Defender,257713,G. Frabotta,68.0,66.0,63,59,60,58,60,64,73,73,53,73
Midfielder,261987,Blanco,58.0,62.0,68,58,69,67,73,60,70,46,61,53
Forward,263230,M. Osmajić,71.0,39.0,70,70,30,73,59,35,38,34,68,74
Defender,231111,A. Hack,74.0,73.0,69,66,75,32,68,72,73,67,64,82
Defender,248550,Vivian,74.0,72.0,66,76,72,28,65,71,73,68,82,76
Defender,247497,A. Bella Kotchap,74.0,71.0,59,64,73,29,57,68,75,69,76,85
Forward,242075,J. Sargent,70.0,39.0,73,66,43,74,67,32,37,33,64,68
Forward,244257,J. Burkardt,69.0,37.0,70,69,35,72,57,36,33,31,75,68
Defender,242603,H. Marcelin,75.0,71.0,68,69,68,27,65,70,73,72,68,84
Midfielder,243016,Alberto Soro,61.0,44.0,65,56,32,66,62,44,47,56,51,61
Defender,243497,S. Walukiewicz,73.0,72.0,62,63,70,41,70,72,74,73,76,79
Defender,243526,M. Müldür,72.0,67.0,68,66,64,38,65,67,68,66,81,70
Midfielder,243558,Óscar Valentín,72.0,69.0,63,72,72,65,60,68,72,71,72,67
Defender,243945,Gonzalo Verdú,77.0,72.0,68,75,73,39,59,76,69,65,76,83
Defender,244269,F. Benković,80.0,70.0,64,74,71,37,74,70,70,70,66,90
Defender,247124,G. Mensah,65.0,65.0,68,77,64,66,63,60,70,71,73,57
Defender,244349,J. Vásquez,72.0,73.0,67,66,75,40,68,71,74,72,65,73
Defender,244456,M. Erlić,73.0,71.0,68,75,69,31,60,70,74,72,60,82
Forward,244706,K. Behrens,80.0,28.0,72,74,24,74,64,27,20,19,91,80
Midfielder,245021,M. Loum,80.0,70.0,68,85,72,50,72,70,71,63,75,81
Defender,245156,F. Russo,71.0,74.0,66,55,80,24,55,74,73,72,91,73
Midfielder,245741,J. Lindstrøm,59.0,46.0,64,68,40,70,69,41,55,49,56,51
Defender,231263,J. Gélin,70.0,72.0,64,65,75,26,71,67,75,72,73,73
Midfielder,243019,T. Băluță,74.0,69.0,67,59,71,28,60,73,73,68,74,83
Forward,230800,R. Manaj,69.0,28.0,68,58,12,70,67,42,14,21,67,75
Defender,206159,S. Sabelli,72.0,68.0,68,68,67,54,69,67,70,69,65,70
Midfielder,203128,T. Monconduit,75.0,70.0,67,74,71,64,67,71,69,69,71,75
Midfielder,203568,P. Wszołek,72.0,54.0,66,60,58,69,69,48,57,53,56,73
Defender,203884,K. Djidji,69.0,72.0,68,73,71,35,71,72,72,73,75,70
Goalkeeper,204246,M. Bettinelli,,,60,33,15,6,52,16,18,17,60,40
Forward,204366,J. Locadia,73.0,35.0,72,66,37,70,66,29,34,31,61,80
Goalkeeper,205812,P. Terracciano,,,68,19,16,12,63,20,11,19,55,60
Defender,206423,V. Haroyan,75.0,72.0,65,78,71,33,65,69,75,73,65,76
Forward,201335,F. Santander,77.0,31.0,69,76,33,72,72,32,19,23,81,84
Defender,208019,D. Bain,75.0,72.0,62,69,68,21,60,72,73,69,92,79
Midfielder,208700,D. Blum,66.0,32.0,70,55,28,70,67,31,34,23,56,73
Midfielder,212138,P. Frankowski,70.0,48.0,64,53,48,63,61,40,53,52,74,70
Midfielder,212192,J. Green,60.0,33.0,71,38,28,69,64,29,34,27,65,59
Goalkeeper,18122,N. Penneteau,,,58,36,26,11,56,21,11,11,56,63
Forward,212626,D. Selke,75.0,40.0,71,82,29,72,64,42,39,20,71,77
Forward,202716,Abdón Prats,62.0,29.0,67,42,25,72,55,29,23,18,72,66
Defender,200968,F. Ogier,78.0,73.0,63,73,75,30,62,73,74,67,89,74
Forward,213993,F. Forte,70.0,32.0,72,68,33,76,73,31,23,20,61,74
Defender,188802,M. Schmelzer,70.0,74.0,74,80,75,54,72,76,74,73,75,73
Midfielder,230786,Pepelu,70.0,64.0,71,75,67,66,69,67,64,59,50,61
Goalkeeper,158777,P. Tschauner,,,72,27,9,14,38,20,12,15,60,75
Defender,163261,P. Bardsley,73.0,74.0,73,84,74,58,69,75,75,76,73,72
Goalkeeper,172198,J. Moulin,,,63,20,16,11,59,14,13,14,42,54
Defender,183921,J. Faussurier,68.0,69.0,71,75,69,73,71,70,73,69,83,62
Forward,184789,Á. Szalai,77.0,43.0,74,82,44,76,78,39,44,15,43,91
Defender,189390,B. Oczipka,75.0,68.0,69,74,70,64,72,66,71,70,71,76
Goalkeeper,200332,T. Koubek,,,70,31,11,12,54,14,12,16,53,79
Midfielder,193910,A. Forshaw,64.0,64.0,65,69,64,62,75,60,73,62,43,59
Defender,194146,K. Long,71.0,71.0,66,75,70,48,66,71,72,71,79,77
Midfielder,198136,A. Ragusa,64.0,44.0,69,57,36,68,71,55,40,26,65,64
Forward,198420,M. Waris,65.0,37.0,69,72,35,74,73,37,30,31,79,62
Defender,198857,S. Romagnoli,78.0,73.0,67,65,70,32,70,70,76,72,72,87
Defender,199191,D. Appiah,75.0,69.0,65,72,67,51,64,73,69,68,82,68
Midfielder,212947,J. Cabot,53.0,28.0,66,28,37,68,63,27,20,28,69,54
Defender,190697,S. Strandberg,75.0,71.0,64,69,70,41,69,73,71,67,75,85
Forward,215247,M. Ingvartsen,72.0,36.0,70,56,25,69,67,33,38,30,67,74
Defender,225995,P. Stojanović,72.0,63.0,65,83,65,65,54,57,68,71,68,65
Defender,223524,E. Goldaniga,67.0,73.0,68,72,71,13,64,74,73,74,76,75
Goalkeeper,224041,M. Schwäbe,,,61,28,17,12,61,21,16,17,64,70
Defender,224378,M. Bani,70.0,73.0,69,67,72,12,64,72,77,73,74,76
Goalkeeper,224440,J. Pollersbeck,,,68,20,10,6,24,13,14,15,51,63
Goalkeeper,224442,B. Kamara,,,65,17,20,11,58,8,15,14,79,77
Midfielder,225855,A. Bobichon,65.0,56.0,66,59,58,73,69,55,58,49,58,66
Midfielder,226401,K. Dowell,51.0,44.0,66,48,33,68,70,45,46,52,48,51
Midfielder,221982,P. Roberts,39.0,27.0,62,38,21,64,76,37,18,19,43,33
Midfielder,226773,P. Diop,76.0,65.0,67,75,69,61,68,65,70,60,74,74
Midfielder,229011,K. N'Doram,79.0,69.0,68,79,67,62,65,70,71,69,81,79
Midfielder,229148,Dalbert,68.0,66.0,62,73,65,65,70,64,71,67,57,64
Defender,229705,J. Duverne,73.0,72.0,65,64,70,53,69,71,73,71,79,75
Defender,230019,V. Nsimba,61.0,65.0,68,74,65,66,57,67,70,64,92,42
Forward,215334,G. Carrillo,72.0,39.0,71,72,34,78,70,43,29,26,77,76
Defender,222969,J. Hergault,72.0,69.0,68,62,73,56,63,68,73,72,37,73
Midfielder,227562,L. Haraslín,61.0,40.0,64,38,33,66,65,33,41,48,73,61
Midfielder,220925,A. Schöpf,71.0,63.0,72,64,65,70,68,68,59,74,62,65
Midfielder,220029,S. Khaoui,60.0,46.0,66,42,32,70,66,51,50,49,63,61
Midfielder,215556,E. Fernandes,69.0,70.0,64,60,78,56,63,72,70,70,56,72
Defender,220837,D. Machado,70.0,65.0,62,67,64,60,58,66,65,67,82,66
Defender,216282,R. Framberger,61.0,69.0,69,65,67,52,56,70,73,71,62,58
Midfielder,216483,T. Fosu,62.0,38.0,65,45,40,65,66,55,26,22,52,65
Midfielder,219652,Rober Ibáñez,53.0,48.0,69,52,56,69,68,41,49,42,56,54
Defender,219709,Saúl,65.0,68.0,70,59,68,49,55,67,69,70,63,69
Defender,219777,Chema Rodríguez,71.0,72.0,68,78,71,34,65,70,74,74,72,72
Defender,217821,Henrique,65.0,68.0,68,69,69,53,67,68,74,66,60,59
Midfielder,220466,F. Mattiello,61.0,69.0,68,67,65,65,66,65,74,73,52,54
Forward,220829,E. Torregrossa,72.0,28.0,71,40,25,74,68,23,23,21,87,81
Defender,220509,L. Venuti,61.0,68.0,65,64,69,40,65,67,70,70,74,53
Midfielder,220529,L. Palmiero,62.0,65.0,65,65,64,62,67,69,67,60,66,56
Defender,220061,N. Gyömbér,67.0,73.0,66,69,74,20,65,72,73,71,70,75
Defender,220534,S. Luperto,68.0,74.0,70,69,72,52,62,73,76,74,69,70
Midfielder,245714,Álex Blanco,53.0,37.0,62,40,42,61,64,38,32,28,45,55
Midfielder,241933,Monchu,65.0,65.0,68,73,66,58,63,64,70,65,67,56
Midfielder,241071,Moreto Cassamá,62.0,65.0,66,70,68,64,72,63,68,62,71,51
Forward,241410,E. Salcedo,52.0,39.0,64,46,40,65,51,36,32,35,80,49
Midfielder,241588,Toni Moya,58.0,63.0,70,58,67,65,60,59,70,59,71,54
Defender,241629,Rogério,59.0,67.0,69,66,65,65,68,69,68,69,66,54
Goalkeeper,242818,F. Dahmen,,,66,20,13,9,33,19,12,11,75,48
Defender,242660,J. Beyer,68.0,70.0,63,72,66,48,66,69,74,72,83,69
Defender,242958,P. Jaeckel,71.0,72.0,64,64,69,31,61,71,76,74,59,75
Midfielder,243249,J. Ekkelenkamp,72.0,61.0,71,64,57,75,72,62,63,57,72,74
Midfielder,239894,R. Kouamé,73.0,67.0,70,70,69,64,71,67,69,63,71,70
Defender,245336,M. Kilman,74.0,70.0,68,73,67,47,62,69,74,67,66,79
Goalkeeper,240311,L. Zidane,,,64,16,14,5,33,13,11,13,67,50
Midfielder,239138,Jeong Woo Yeong,57.0,35.0,62,55,30,64,58,34,32,36,46,54
Midfielder,239778,J. Moder,73.0,65.0,71,65,66,67,69,64,70,61,64,76
Forward,239747,S. Córdova,63.0,24.0,68,39,18,69,58,20,19,17,54,78
Midfielder,239732,S. Żurkowski,80.0,69.0,71,75,73,68,78,73,68,68,69,78
Defender,239575,G. Nyamsi,78.0,67.0,62,77,68,29,58,68,67,63,73,91
Forward,239432,A. Grbic,73.0,33.0,67,59,20,72,70,35,31,17,54,81
Defender,239340,J. Chabot,75.0,70.0,66,79,70,23,64,69,70,68,76,83
Defender,239096,A. Karazor,70.0,72.0,65,73,72,34,64,74,72,68,55,69
Midfielder,239073,C. Antwi-Adjei,53.0,26.0,68,35,23,64,54,27,25,20,74,53
Midfielder,238637,S. Vasiliadis,73.0,64.0,72,75,63,70,73,66,70,63,66,68
Midfielder,237647,A. Hrustić,67.0,57.0,67,66,60,67,70,58,59,48,65,64
Defender,246666,N. Katterbach,58.0,67.0,68,59,67,48,70,68,70,68,54,54
Midfielder,237502,D. Johnsen,59.0,32.0,70,48,32,66,68,27,35,33,32,63
Midfielder,246431,R. Sottil,50.0,33.0,62,40,25,68,60,32,35,39,45,52
Forward,256268,A. Broja,70.0,29.0,66,64,20,70,68,23,31,23,63,73
Midfielder,246928,Iván Martín,51.0,41.0,58,47,45,62,70,41,39,38,50,48
Midfielder,255268,Javi Martínez,69.0,57.0,69,66,65,70,64,52,61,46,69,66
Defender,237156,M. Wagué,66.0,67.0,68,72,66,63,67,64,71,70,83,60
Midfielder,262081,Cantero,63.0,24.0,62,47,22,63,66,21,20,18,59,67
Forward,260407,E. Wahi,64.0,30.0,63,57,28,68,68,25,29,23,77,69
Midfielder,259868,P. Sarr,58.0,65.0,64,67,64,68,68,64,70,66,58,51
Midfielder,259681,Rodri,53.0,37.0,68,56,35,65,50,32,40,41,60,50
Midfielder,258608,O. Bukari,62.0,29.0,62,61,28,62,63,21,31,29,84,58
Midfielder,258433,E. Matazo,70.0,65.0,65,68,65,63,66,64,68,65,70,70
Midfielder,257271,L. Gourna,68.0,67.0,66,68,67,62,70,66,69,68,59,65
Forward,256675,O. Marmoush,54.0,29.0,71,44,30,70,65,26,22,21,70,49
Defender,256343,Robson Bambu,69.0,71.0,71,70,73,39,60,71,70,70,78,70
Defender,256197,P. Hincapié,69.0,70.0,68,68,67,48,69,70,73,70,76,69
Midfielder,255001,N. Rovella,64.0,62.0,69,68,62,60,70,60,68,66,60,55
Midfielder,246947,P. Akouokou,63.0,68.0,64,63,68,56,62,65,73,66,69,62
Forward,253718,I. Ramírez,63.0,25.0,70,43,17,73,52,25,16,17,77,75
Midfielder,253283,F. Pellistri,61.0,27.0,65,42,31,66,65,35,11,18,73,61
Midfielder,252541,J. Chotard,64.0,62.0,67,71,68,66,69,61,62,56,70,56
Defender,252146,Franquesa,62.0,67.0,63,62,61,50,57,61,74,73,62,61
Forward,252037,Fábio Silva,63.0,22.0,73,54,17,71,61,16,21,16,72,70
Midfielder,251873,Y. Demir,50.0,19.0,60,54,19,55,68,15,18,11,76,43
Defender,251530,Nuno Tavares,74.0,61.0,68,68,61,66,71,60,65,62,58,76
Midfielder,251429,F. Kunze,74.0,73.0,71,71,68,42,68,75,74,72,54,74
Midfielder,251401,T. Coulibaly,61.0,42.0,54,63,38,64,56,48,42,37,53,60
Midfielder,250858,P. Ciss,83.0,70.0,69,78,70,60,55,67,71,68,83,81
Defender,248053,S. Arzamendia,62.0,66.0,60,70,60,47,51,69,73,72,55,55
Forward,237286,A. Connolly,64.0,20.0,73,68,16,72,63,12,18,15,72,61
Defender,229584,P. Stenzel,68.0,72.0,70,72,73,52,67,72,75,73,66,62
Goalkeeper,236758,O. Christensen,,,58,32,13,6,47,14,13,11,64,64
Goalkeeper,219836,Rubén Yáñez,,,68,20,19,18,47,12,14,13,59,68
Defender,216730,S. Gregersen,82.0,67.0,64,82,68,44,58,66,69,67,83,87
Goalkeeper,215213,A. Werner,,,55,24,27,16,52,15,13,17,58,75
Midfielder,214944,Gumbau,63.0,68.0,63,60,70,55,61,61,72,70,37,72
Midfielder,211504,L. Baker,70.0,64.0,68,69,65,63,69,66,66,59,62,68
Forward,211239,C. Jean,58.0,31.0,71,52,32,73,69,33,22,21,33,61
Midfielder,211231,R. Azeez,76.0,66.0,67,72,68,63,64,68,67,66,90,68
Defender,210880,R. Fiamozzi,77.0,63.0,67,62,55,62,59,72,65,66,83,76
Defender,209840,J. Jeanvier,73.0,69.0,69,75,69,45,59,63,73,71,72,77
Defender,209818,J. Brenet,66.0,67.0,65,70,67,58,62,65,70,69,59,66
Goalkeeper,209532,D. Bachmann,,,74,31,26,13,51,14,11,11,57,75
Defender,208862,J. Giraudon,72.0,71.0,62,72,65,39,61,72,74,70,73,70
Goalkeeper,206145,B. Uphoff,,,66,15,12,10,23,13,11,13,63,64
Forward,206141,K. Coulibaly,76.0,26.0,69,68,22,70,69,18,24,23,40,88
Midfielder,206042,J. Dezi,67.0,62.0,64,66,62,69,70,62,65,60,77,53
Midfielder,205086,P. Klement,53.0,40.0,67,53,56,67,65,37,30,34,68,45
Forward,203344,Thiago Galhardo,52.0,24.0,69,29,10,65,50,21,22,19,62,58
Midfielder,198836,V. Pajot,69.0,70.0,71,80,69,65,70,69,71,70,82,65
Forward,198554,A. Ujah,67.0,33.0,70,58,38,69,71,20,29,23,92,75
Midfielder,236529,S. Alzate,68.0,62.0,70,64,64,65,72,62,66,61,57,68
Defender,197777,J. Sala,69.0,68.0,68,74,70,64,66,68,70,67,70,68
Forward,193077,D. Falcinelli,64.0,23.0,68,45,20,72,69,20,15,15,69,72
Goalkeeper,179547,V. Mannone,,,70,29,16,12,57,23,11,20,75,67
Defender,178418,F. Peluso,67.0,73.0,66,65,70,50,71,74,72,72,67,72
Goalkeeper,163600,J. Ruddy,,,70,24,22,15,53,11,11,11,68,71
Goalkeeper,106795,G. Pegolo,,,70,33,20,12,55,8,12,11,70,54
Goalkeeper,219584,L. Lezzerini,,,70,24,18,15,65,19,19,14,55,66
Goalkeeper,198039,M. Gillespie,,,59,23,25,15,56,12,11,19,69,66
Defender,219852,A. Ferrari,70.0,72.0,70,74,72,32,68,72,73,72,68,67
Defender,229487,L. Klünter,68.0,71.0,67,62,70,48,63,70,73,71,64,68
Midfielder,235623,Álvaro Jiménez,64.0,46.0,66,57,48,69,67,57,39,32,54,60
Goalkeeper,220383,Aarón,,,69,22,24,12,42,30,19,18,69,51
Defender,234933,A. Sedlar,78.0,71.0,69,77,68,25,63,73,72,70,83,79
Midfielder,234760,A. Reca,65.0,62.0,63,55,60,70,62,60,64,62,83,67
Defender,233705,J. Sørensen,76.0,68.0,68,70,67,63,66,69,69,67,69,75
Defender,233097,R. van Drongelen,73.0,69.0,57,78,66,22,56,68,71,70,77,79
Midfielder,231949,S. Ghoddos,65.0,49.0,68,63,46,68,69,51,46,44,58,67
Midfielder,231848,Q. Boisgard,68.0,55.0,63,62,52,68,65,53,62,53,57,70
Defender,231098,C. Traoré,77.0,69.0,57,74,69,51,51,70,69,69,84,74
Midfielder,230686,J. Makengo,65.0,68.0,62,65,61,64,68,65,74,72,59,64
Midfielder,230144,A. Dioussé,63.0,67.0,69,68,68,50,62,65,70,68,67,57
Forward,233732,D. Okereke,66.0,26.0,69,48,17,67,68,31,17,15,91,69
Defender,229236,M. Udol,69.0,69.0,66,78,67,54,65,68,71,71,67,68
Defender,225673,K. Adams Nuhu,81.0,67.0,63,76,65,32,70,62,73,67,83,90
Midfielder,223790,S. Becker,67.0,31.0,63,52,33,65,62,21,32,33,70,70
Forward,222634,I. Success,62.0,35.0,65,45,22,70,63,41,33,24,78,75
Defender,222160,Y. Koné,70.0,67.0,64,76,70,60,69,65,68,69,70,71
Midfielder,225117,N. Haas,67.0,62.0,69,66,61,59,66,64,61,61,67,62
Goalkeeper,224836,V. Milinković-Savić,,,63,34,21,12,65,11,15,19,58,73
Defender,225908,R. Oxford,72.0,71.0,73,72,68,34,59,72,74,65,67,75
Forward,226050,C. Teuchert,64.0,35.0,65,51,40,71,62,35,27,20,66,66
Defender,227106,Diego González,74.0,71.0,66,75,73,45,67,73,68,69,74,77
Midfielder,228080,F. Passlack,75.0,65.0,69,83,62,63,64,68,70,72,74,71
Defender,228326,Brian Oliván,76.0,65.0,67,80,69,65,61,65,64,62,61,68
Forward,251243,M. Klimowicz,47.0,31.0,67,59,22,70,63,35,29,39,56,34
Midfielder,250723,K. Koné,70.0,63.0,65,71,62,65,70,56,70,65,70,68
Defender,248878,L. Kilian,72.0,69.0,70,64,64,33,69,68,74,63,61,81
Defender,248808,A. Hickey,56.0,66.0,61,43,60,50,70,65,72,71,64,51
Defender,247623,J. Ngakia,63.0,67.0,67,63,65,47,54,67,73,67,68,60
Midfielder,247076,C. Oliva,66.0,69.0,72,75,70,58,64,68,72,68,53,67
Midfielder,246918,Jaume Grau,62.0,66.0,68,61,66,59,68,64,69,70,58,64
Defender,246387,M. Suárez,73.0,65.0,59,81,69,53,61,66,61,70,72,69
Goalkeeper,246139,Iñaki Peña,,,66,17,6,5,38,9,10,11,64,54
Defender,245347,M. Bauer,71.0,70.0,68,61,69,22,53,70,73,69,77,78
Forward,246044,Andrés Martín,64.0,27.0,68,52,23,70,62,21,25,22,63,66
Defender,245900,L. Binks,80.0,67.0,62,77,71,24,53,68,65,65,73,86
Midfielder,245894,Rober,50.0,26.0,66,51,24,61,66,20,27,26,54,45
Midfielder,245715,J. Shackleton,68.0,62.0,70,67,67,63,72,65,64,59,60,60
Forward,243032,Hugo Duro,58.0,29.0,66,35,22,69,63,37,17,20,71,67
Defender,244840,L. Czyborra,66.0,61.0,64,67,68,62,64,57,64,62,60,64
Goalkeeper,243675,K. Scherpen,,,62,25,7,8,51,14,11,10,42,69
Defender,243449,L. Perrin,69.0,71.0,65,59,69,23,61,70,72,67,71,73
Midfielder,243253,K. Agudelo,61.0,53.0,68,58,55,67,65,53,54,48,59,59
Midfielder,252014,H. Bockhorn,66.0,64.0,65,57,64,62,57,64,66,62,67,65
Defender,251380,L. Brassier,73.0,68.0,66,69,67,53,59,69,69,65,65,77
Midfielder,258271,Miguel Baeza,53.0,43.0,55,49,36,62,66,41,45,50,67,50
Midfielder,252060,T. Pobega,69.0,65.0,65,66,63,65,61,65,67,65,65,69
Defender,252317,D. Nemeth,79.0,70.0,64,64,71,40,58,70,70,67,78,90
Defender,241585,Igor,75.0,69.0,60,80,69,48,62,69,72,69,70,78
Defender,262908,Matheus Thuler,75.0,68.0,61,68,66,32,57,68,70,65,77,82
Defender,262869,Guilherme Ramos,74.0,69.0,66,77,68,28,67,68,70,67,67,79
Midfielder,261306,I. Sissokho,67.0,66.0,66,74,68,59,66,64,70,65,59,53
Forward,260644,Kaio Jorge,62.0,23.0,69,48,18,66,63,24,14,18,68,63
Defender,260178,Juan Iglesias,57.0,71.0,74,59,70,57,59,68,75,72,56,57
Forward,259751,M. Hoppe,60.0,24.0,72,41,16,74,60,22,22,18,58,65
Defender,259119,S. Sow,66.0,69.0,67,64,69,42,67,68,70,69,72,75
Midfielder,258949,Jofre Carreras,63.0,35.0,60,55,30,60,60,30,37,28,60,64
Defender,258432,C. Matsima,71.0,69.0,64,69,66,41,70,69,69,64,73,81
Defender,257278,A. Theate,79.0,67.0,64,78,61,23,65,65,71,70,68,84
Midfielder,257191,A. Stach,74.0,64.0,67,64,64,56,63,62,65,60,50,78
Defender,256780,M. Dárdai,69.0,71.0,66,60,75,31,68,68,72,71,72,75
Defender,255654,P. Kalulu,64.0,70.0,62,68,68,47,63,69,72,70,76,64
Forward,255529,E. Touré,66.0,22.0,64,49,17,69,60,19,14,19,65,73
Defender,254840,S. Pavlović,75.0,68.0,66,72,70,34,68,66,70,65,62,84
Midfielder,254659,M. Zerkane,69.0,60.0,68,67,60,68,67,58,62,55,65,70
Defender,253213,G. Kyriakopoulos,69.0,66.0,59,70,65,45,50,67,70,70,71,68
Defender,252873,A. Andrade,76.0,68.0,71,70,72,59,67,67,67,66,71,76
Defender,242752,N. Ferguson,68.0,68.0,66,64,69,36,68,67,70,71,68,69
Goalkeeper,211398,M. Caillard,,,62,25,15,7,53,8,15,9,54,80
Midfielder,241489,Nolaskoain,70.0,70.0,65,61,68,65,70,70,72,66,72,74
Forward,213699,A. Fletcher,69.0,29.0,67,65,22,68,62,17,32,23,71,73
Midfielder,211325,A. Schiavone,75.0,62.0,68,65,67,54,65,57,65,64,69,77
Defender,211270,E. Saveljich,80.0,69.0,63,77,69,31,62,69,72,60,63,88
Defender,210723,N. Gießelmann,74.0,66.0,67,71,66,57,68,65,67,68,83,74
Midfielder,206167,S. Prcić,66.0,67.0,66,61,70,55,68,70,70,67,53,66
Defender,205243,M. Wagué,82.0,68.0,69,70,68,29,68,68,68,71,84,92
Defender,203780,F. Veseli,67.0,70.0,66,69,67,42,66,71,70,69,75,68
Midfielder,201938,A. Limbombe,55.0,49.0,68,61,48,68,70,59,46,46,78,59
Forward,201243,A. La Mantia,79.0,30.0,69,72,29,73,62,19,28,18,85,86
Forward,201013,Ł. Teodorczyk,71.0,32.0,62,72,24,77,72,37,22,20,69,78
Goalkeeper,199574,A. Letellier,,,67,25,24,14,51,15,13,11,57,72
Midfielder,198731,E. Rashani,66.0,39.0,62,61,43,69,68,42,32,28,59,65
Forward,192660,S. Polter,85.0,28.0,69,82,30,71,69,15,30,13,76,92
Goalkeeper,184781,D. Petrić,,,67,19,13,12,53,11,13,12,57,57
Goalkeeper,184084,M. Dreyer,,,59,21,19,10,54,11,14,10,75,68
Midfielder,183220,J. Morávek,56.0,55.0,68,64,60,71,69,49,58,55,33,66
Goalkeeper,167931,R. Elliot,,,60,12,22,12,52,15,12,15,52,71
Goalkeeper,149309,A. Rosati,,,73,22,9,7,58,11,10,12,68,65
Defender,149064,C. Molinaro,64.0,70.0,70,76,73,62,76,72,70,70,71,61
Midfielder,239807,D. Frattesi,66.0,61.0,70,67,55,68,69,60,66,67,70,60
